"SP_P_ID","plot_ID","inv","inv_year","stand","tree_ID","multi_stem","dist_cm","azi_gon","age","age_meth","SP_code","Chr_code_ger","bot_name","tpS_ID","LH_NH","H_SP_group","BWI_SP_group","Bio_SP_group","N_SP_group","N_bg_SP_group","N_f_SP_group_MoMoK","DBH_class","Kraft","C_layer","H_dm","H_m","H_method","C_h_dm","D_mm","DBH_h_cm","DBH_cm","BA_m2","CCS_r_m","stand_plot_A_ha","plot_A_ha","DBH_class_10","state","tree_inventory_status","DBH_incl_growth","growth_method","BA_m2_incl_growth","height_inc_growth","DBH_h_m","R2.x","R2.y","mean_DBH_cm","Dg_cm","Hg_m","R2_comb","H_new_method","compartiment","B_kg_tree","N_kg_tree","C_kg_tree"
"140037gfi",140037,"HBI",2011,"A",1,0,335,53,53,1,"gfi","GFi","Picea abies ",1,"NB","fi","fi","fi","FI","FI","FI",35,2,1,NA,25.3061102716417,"coeff_SP_P",NA,395,130,39.5,0.122541748444087,17.84,0.0999404070914056,0.0999860870850348,"30","14",2,42.394281157439,"growth_df P S DBHC SP",0.14115765429119,25.5303200972794,1.3,0.814452860062019,0.82748047041946,33.1184973302822,33.9601311744743,23.2572787511384,0.82748047041946,"coeff_SP_P","stw",27.6952272767082,0.0224885245486871,13.8476136383541
"140037gfi",140037,"HBI",2011,"A",1,0,335,53,53,1,"gfi","GFi","Picea abies ",1,"NB","fi","fi","fi","FI","FI","FI",35,2,1,NA,25.3061102716417,"coeff_SP_P",NA,395,130,39.5,0.122541748444087,17.84,0.0999404070914056,0.0999860870850348,"30","14",2,42.394281157439,"growth_df P S DBHC SP",0.14115765429119,25.5303200972794,1.3,0.814452860062019,0.82748047041946,33.1184973302822,33.9601311744743,23.2572787511384,0.82748047041946,"coeff_SP_P","stb",2.28737099058163,0.0110708755944151,1.14368549529082
"140037gfi",140037,"HBI",2011,"A",1,0,335,53,53,1,"gfi","GFi","Picea abies ",1,"NB","fi","fi","fi","FI","FI","FI",35,2,1,NA,25.3061102716417,"coeff_SP_P",NA,395,130,39.5,0.122541748444087,17.84,0.0999404070914056,0.0999860870850348,"30","14",2,42.394281157439,"growth_df P S DBHC SP",0.14115765429119,25.5303200972794,1.3,0.814452860062019,0.82748047041946,33.1184973302822,33.9601311744743,23.2572787511384,0.82748047041946,"coeff_SP_P","sw",570.802617938209,0.463491725765826,285.401308969104
"140037gfi",140037,"HBI",2011,"A",1,0,335,53,53,1,"gfi","GFi","Picea abies ",1,"NB","fi","fi","fi","FI","FI","FI",35,2,1,NA,25.3061102716417,"coeff_SP_P",NA,395,130,39.5,0.122541748444087,17.84,0.0999404070914056,0.0999860870850348,"30","14",2,42.394281157439,"growth_df P S DBHC SP",0.14115765429119,25.5303200972794,1.3,0.814452860062019,0.82748047041946,33.1184973302822,33.9601311744743,23.2572787511384,0.82748047041946,"coeff_SP_P","sb",50.1372127699685,0.242664109806648,25.0686063849842
"140037gfi",140037,"HBI",2011,"A",1,0,335,53,53,1,"gfi","GFi","Picea abies ",1,"NB","fi","fi","fi","FI","FI","FI",35,2,1,NA,25.3061102716417,"coeff_SP_P",NA,395,130,39.5,0.122541748444087,17.84,0.0999404070914056,0.0999860870850348,"30","14",2,42.394281157439,"growth_df P S DBHC SP",0.14115765429119,25.5303200972794,1.3,0.814452860062019,0.82748047041946,33.1184973302822,33.9601311744743,23.2572787511384,0.82748047041946,"coeff_SP_P","fwb",121.299421091174,0.526803385798969,60.649710545587
"140037gfi",140037,"HBI",2011,"A",1,0,335,53,53,1,"gfi","GFi","Picea abies ",1,"NB","fi","fi","fi","FI","FI","FI",35,2,1,NA,25.3061102716417,"coeff_SP_P",NA,395,130,39.5,0.122541748444087,17.84,0.0999404070914056,0.0999860870850348,"30","14",2,42.394281157439,"growth_df P S DBHC SP",0.14115765429119,25.5303200972794,1.3,0.814452860062019,0.82748047041946,33.1184973302822,33.9601311744743,23.2572787511384,0.82748047041946,"coeff_SP_P","ndl",57.3808656803177,0,28.6904328401588
"140037gfi",140037,"HBI",2011,"A",1,0,335,53,53,1,"gfi","GFi","Picea abies ",1,"NB","fi","fi","fi","FI","FI","FI",35,2,1,NA,25.3061102716417,"coeff_SP_P",NA,395,130,39.5,0.122541748444087,17.84,0.0999404070914056,0.0999860870850348,"30","14",2,42.394281157439,"growth_df P S DBHC SP",0.14115765429119,25.5303200972794,1.3,0.814452860062019,0.82748047041946,33.1184973302822,33.9601311744743,23.2572787511384,0.82748047041946,"coeff_SP_P","bg",130.239149522116,0.53919007902156,65.119574761058
"140037gfi",140037,"HBI",2011,"A",1,0,335,53,53,1,"gfi","GFi","Picea abies ",1,"NB","fi","fi","fi","FI","FI","FI",35,2,1,NA,25.3061102716417,"coeff_SP_P",NA,395,130,39.5,0.122541748444087,17.84,0.0999404070914056,0.0999860870850348,"30","14",2,42.394281157439,"growth_df P S DBHC SP",0.14115765429119,25.5303200972794,1.3,0.814452860062019,0.82748047041946,33.1184973302822,33.9601311744743,23.2572787511384,0.82748047041946,"coeff_SP_P","total",959.841865269075,1.8057087005361,479.920932634538
"140037gfi",140037,"HBI",2011,"A",1,0,335,53,53,1,"gfi","GFi","Picea abies ",1,"NB","fi","fi","fi","FI","FI","FI",35,2,1,NA,25.3061102716417,"coeff_SP_P",NA,395,130,39.5,0.122541748444087,17.84,0.0999404070914056,0.0999860870850348,"30","14",2,42.394281157439,"growth_df P S DBHC SP",0.14115765429119,25.5303200972794,1.3,0.814452860062019,0.82748047041946,33.1184973302822,33.9601311744743,23.2572787511384,0.82748047041946,"coeff_SP_P","ag",829.602715746959,1.26651862151454,414.80135787348
"140037gfi",140037,"HBI",2011,"A",2,0,1332,42,53,1,"gfi","GFi","Picea abies ",1,"NB","fi","fi","fi","FI","FI","FI",45,1,1,NA,25.7184663994145,"coeff_SP_P",NA,461,130,46.1,0.166913603083389,17.84,0.0999404070914056,0.0999860870850348,"40","14",2,56.0846677299309,"growth_df P S DBHC SP",0.247046203315263,25.9393545239195,1.3,0.814452860062019,0.82748047041946,33.1184973302822,33.9601311744743,23.2572787511384,0.82748047041946,"coeff_SP_P","stw",51.6538294370988,0.0419429095029242,25.8269147185494
