"plot_ID","CCS_nr","tree_ID","SP_code","H_cm","D_class_cm","inv_year","inv","stand","area_m2","D_cm","H_m","Nr_code","Chr_code_ger","name","bot_name","bot_genus","bot_species","Flora_EU","LH_NH","IPC","WZE","BWI","BZE_al","tpS_SP_com_name","tpS_ID","H_SP_group","BWI_SP_group","Bio_SP_group","N_SP_group","N_bg_SP_group","N_f_SP_group_MoMoK","RG_Wolff_bio","BWI_comparisson_group","bark_type_SP_group","fruit_type_SP_group","compartiment","B_kg_tree","N_kg_tree","C_kg_tree"
140001,1,1,"wta",140,1,2012,"HBI","A",22.9022104446696,2.45,1.4,201,"WTa","Weiß-Tanne","Abies alba","Abies","alba","26.001.006","NB",100,30012,"TA","WAHR","Abies alba",3,"ta","fi","fi","FI","FI","aNB","FI","ta","Abies alba","Abies alba","fwb",1.02154781343001,0.00443658215372653,0.510773906715005
140001,1,1,"wta",140,1,2012,"HBI","A",22.9022104446696,2.45,1.4,201,"WTa","Weiß-Tanne","Abies alba","Abies","alba","26.001.006","NB",100,30012,"TA","WAHR","Abies alba",3,"ta","fi","fi","FI","FI","aNB","FI","ta","Abies alba","Abies alba","ndl",0.34226430956999,0,0.171132154784995
140001,1,1,"wta",140,1,2012,"HBI","A",22.9022104446696,2.45,1.4,201,"WTa","Weiß-Tanne","Abies alba","Abies","alba","26.001.006","NB",100,30012,"TA","WAHR","Abies alba",3,"ta","fi","fi","FI","FI","aNB","FI","ta","Abies alba","Abies alba","ag",1.363812123,0.00443658215372653,0.6819060615
140001,1,1,"wta",140,1,2012,"HBI","A",22.9022104446696,2.45,1.4,201,"WTa","Weiß-Tanne","Abies alba","Abies","alba","26.001.006","NB",100,30012,"TA","WAHR","Abies alba",3,"ta","fi","fi","FI","FI","aNB","FI","ta","Abies alba","Abies alba","bg",0.504397363429665,0.00208820508459881,0.252198681714833
140001,1,1,"wta",140,1,2012,"HBI","A",22.9022104446696,2.45,1.4,201,"WTa","Weiß-Tanne","Abies alba","Abies","alba","26.001.006","NB",100,30012,"TA","WAHR","Abies alba",3,"ta","fi","fi","FI","FI","aNB","FI","ta","Abies alba","Abies alba","total",1.86820948642967,0.00652478723832535,0.934104743214833
140001,1,2,"vbe",70,0,2012,"HBI","A",22.9022104446696,0,0.7,121,"Vbe","Vogelbeere","Sorbus aucuparia","Sorbus","aucuparia","80.028.002","LB",64,30011,"VB","WAHR","Sorbus aucuparia",36,"bu","aLh","bu","BU","BU","aLB","VB","aLh","Sorbus spp.","Sorbus spp.","ag",0.0198980536739856,9.15509449540077e-05,0.00994902683699279
140001,1,3,"tei",180,1,2012,"HBI","A",22.9022104446696,2.45,1.8,116,"TEi","Trauben-Eiche","Quercus petraea","Quercus","petraea","36.004.011","LB",48,30013,"EI","WAHR","Quercus spp.",17,"ei","ei","ei","EI","EI","aLB","EI","ei","Quercus spp.","Quercus spp.","fwb",1.14800777075,0.00712798024858675,0.574003885375
140001,1,3,"tei",180,1,2012,"HBI","A",22.9022104446696,2.45,1.8,116,"TEi","Trauben-Eiche","Quercus petraea","Quercus","petraea","36.004.011","LB",48,30013,"EI","WAHR","Quercus spp.",17,"ei","ei","ei","EI","EI","aLB","EI","ei","Quercus spp.","Quercus spp.","ndl",1.20203770339162e-06,0,6.0101885169581e-07
140001,1,3,"tei",180,1,2012,"HBI","A",22.9022104446696,2.45,1.8,116,"TEi","Trauben-Eiche","Quercus petraea","Quercus","petraea","36.004.011","LB",48,30013,"EI","WAHR","Quercus spp.",17,"ei","ei","ei","EI","EI","aLB","EI","ei","Quercus spp.","Quercus spp.","ag",1.1480089727877,0.00712798024858675,0.57400448639385
140001,1,3,"tei",180,1,2012,"HBI","A",22.9022104446696,2.45,1.8,116,"TEi","Trauben-Eiche","Quercus petraea","Quercus","petraea","36.004.011","LB",48,30013,"EI","WAHR","Quercus spp.",17,"ei","ei","ei","EI","EI","aLB","EI","ei","Quercus spp.","Quercus spp.","bg",7.76895140126142e-07,2.88228096986799e-09,3.88447570063071e-07
140001,1,3,"tei",180,1,2012,"HBI","A",22.9022104446696,2.45,1.8,116,"TEi","Trauben-Eiche","Quercus petraea","Quercus","petraea","36.004.011","LB",48,30013,"EI","WAHR","Quercus spp.",17,"ei","ei","ei","EI","EI","aLB","EI","ei","Quercus spp.","Quercus spp.","total",1.14800974968284,0.00712798313086772,0.57400487484142
140001,1,4,"wta",320,1,2012,"HBI","A",22.9022104446696,2.45,3.2,201,"WTa","Weiß-Tanne","Abies alba","Abies","alba","26.001.006","NB",100,30012,"TA","WAHR","Abies alba",3,"ta","fi","fi","FI","FI","aNB","FI","ta","Abies alba","Abies alba","fwb",1.02154781343001,0.00443658215372653,0.510773906715005
140001,1,4,"wta",320,1,2012,"HBI","A",22.9022104446696,2.45,3.2,201,"WTa","Weiß-Tanne","Abies alba","Abies","alba","26.001.006","NB",100,30012,"TA","WAHR","Abies alba",3,"ta","fi","fi","FI","FI","aNB","FI","ta","Abies alba","Abies alba","ndl",0.34226430956999,0,0.171132154784995
140001,1,4,"wta",320,1,2012,"HBI","A",22.9022104446696,2.45,3.2,201,"WTa","Weiß-Tanne","Abies alba","Abies","alba","26.001.006","NB",100,30012,"TA","WAHR","Abies alba",3,"ta","fi","fi","FI","FI","aNB","FI","ta","Abies alba","Abies alba","ag",1.363812123,0.00443658215372653,0.6819060615
140001,1,4,"wta",320,1,2012,"HBI","A",22.9022104446696,2.45,3.2,201,"WTa","Weiß-Tanne","Abies alba","Abies","alba","26.001.006","NB",100,30012,"TA","WAHR","Abies alba",3,"ta","fi","fi","FI","FI","aNB","FI","ta","Abies alba","Abies alba","bg",0.504397363429665,0.00208820508459881,0.252198681714833
140001,1,4,"wta",320,1,2012,"HBI","A",22.9022104446696,2.45,3.2,201,"WTa","Weiß-Tanne","Abies alba","Abies","alba","26.001.006","NB",100,30012,"TA","WAHR","Abies alba",3,"ta","fi","fi","FI","FI","aNB","FI","ta","Abies alba","Abies alba","total",1.86820948642967,0.00652478723832535,0.934104743214833
140001,1,5,"wta",430,2,2012,"HBI","A",22.9022104446696,5.45,4.3,201,"WTa","Weiß-Tanne","Abies alba","Abies","alba","26.001.006","NB",100,30012,"TA","WAHR","Abies alba",3,"ta","fi","fi","FI","FI","aNB","FI","ta","Abies alba","Abies alba","fwb",5.38650401792054,0.0233935869498289,2.69325200896027
140001,1,5,"wta",430,2,2012,"HBI","A",22.9022104446696,5.45,4.3,201,"WTa","Weiß-Tanne","Abies alba","Abies","alba","26.001.006","NB",100,30012,"TA","WAHR","Abies alba",3,"ta","fi","fi","FI","FI","aNB","FI","ta","Abies alba","Abies alba","ndl",0.960910895079459,0,0.48045544753973
140001,1,5,"wta",430,2,2012,"HBI","A",22.9022104446696,5.45,4.3,201,"WTa","Weiß-Tanne","Abies alba","Abies","alba","26.001.006","NB",100,30012,"TA","WAHR","Abies alba",3,"ta","fi","fi","FI","FI","aNB","FI","ta","Abies alba","Abies alba","ag",6.347414913,0.0233935869498289,3.1737074565
140001,1,5,"wta",430,2,2012,"HBI","A",22.9022104446696,5.45,4.3,201,"WTa","Weiß-Tanne","Abies alba","Abies","alba","26.001.006","NB",100,30012,"TA","WAHR","Abies alba",3,"ta","fi","fi","FI","FI","aNB","FI","ta","Abies alba","Abies alba","bg",1.98026020062672,0.00819827723059462,0.99013010031336
140001,1,5,"wta",430,2,2012,"HBI","A",22.9022104446696,5.45,4.3,201,"WTa","Weiß-Tanne","Abies alba","Abies","alba","26.001.006","NB",100,30012,"TA","WAHR","Abies alba",3,"ta","fi","fi","FI","FI","aNB","FI","ta","Abies alba","Abies alba","total",8.32767511362672,0.0315918641804235,4.16383755681336
140001,1,6,"wta",260,1,2012,"HBI","A",22.9022104446696,2.45,2.6,201,"WTa","Weiß-Tanne","Abies alba","Abies","alba","26.001.006","NB",100,30012,"TA","WAHR","Abies alba",3,"ta","fi","fi","FI","FI","aNB","FI","ta","Abies alba","Abies alba","fwb",1.02154781343001,0.00443658215372653,0.510773906715005
140001,1,6,"wta",260,1,2012,"HBI","A",22.9022104446696,2.45,2.6,201,"WTa","Weiß-Tanne","Abies alba","Abies","alba","26.001.006","NB",100,30012,"TA","WAHR","Abies alba",3,"ta","fi","fi","FI","FI","aNB","FI","ta","Abies alba","Abies alba","ndl",0.34226430956999,0,0.171132154784995
140001,1,6,"wta",260,1,2012,"HBI","A",22.9022104446696,2.45,2.6,201,"WTa","Weiß-Tanne","Abies alba","Abies","alba","26.001.006","NB",100,30012,"TA","WAHR","Abies alba",3,"ta","fi","fi","FI","FI","aNB","FI","ta","Abies alba","Abies alba","ag",1.363812123,0.00443658215372653,0.6819060615
140001,1,6,"wta",260,1,2012,"HBI","A",22.9022104446696,2.45,2.6,201,"WTa","Weiß-Tanne","Abies alba","Abies","alba","26.001.006","NB",100,30012,"TA","WAHR","Abies alba",3,"ta","fi","fi","FI","FI","aNB","FI","ta","Abies alba","Abies alba","bg",0.504397363429665,0.00208820508459881,0.252198681714833
140001,1,6,"wta",260,1,2012,"HBI","A",22.9022104446696,2.45,2.6,201,"WTa","Weiß-Tanne","Abies alba","Abies","alba","26.001.006","NB",100,30012,"TA","WAHR","Abies alba",3,"ta","fi","fi","FI","FI","aNB","FI","ta","Abies alba","Abies alba","total",1.86820948642967,0.00652478723832535,0.934104743214833
140001,1,7,"vbe",320,1,2012,"HBI","A",22.9022104446696,2.45,3.2,121,"Vbe","Vogelbeere","Sorbus aucuparia","Sorbus","aucuparia","80.028.002","LB",64,30011,"VB","WAHR","Sorbus aucuparia",36,"bu","aLh","bu","BU","BU","aLB","VB","aLh","Sorbus spp.","Sorbus spp.","fwb",1.5582732435,0.0071696151933435,0.77913662175
140001,1,7,"vbe",320,1,2012,"HBI","A",22.9022104446696,2.45,3.2,121,"Vbe","Vogelbeere","Sorbus aucuparia","Sorbus","aucuparia","80.028.002","LB",64,30011,"VB","WAHR","Sorbus aucuparia",36,"bu","aLh","bu","BU","BU","aLB","VB","aLh","Sorbus spp.","Sorbus spp.","ndl",8.5950072713372e-07,0,4.2975036356686e-07
140001,1,7,"vbe",320,1,2012,"HBI","A",22.9022104446696,2.45,3.2,121,"Vbe","Vogelbeere","Sorbus aucuparia","Sorbus","aucuparia","80.028.002","LB",64,30011,"VB","WAHR","Sorbus aucuparia",36,"bu","aLh","bu","BU","BU","aLB","VB","aLh","Sorbus spp.","Sorbus spp.","ag",1.55827410300073,0.0071696151933435,0.779137051500365
140001,1,7,"vbe",320,1,2012,"HBI","A",22.9022104446696,2.45,3.2,121,"Vbe","Vogelbeere","Sorbus aucuparia","Sorbus","aucuparia","80.028.002","LB",64,30011,"VB","WAHR","Sorbus aucuparia",36,"bu","aLh","bu","BU","BU","aLB","VB","aLh","Sorbus spp.","Sorbus spp.","bg",5.64536815879253e-07,1.71054655211414e-09,2.82268407939627e-07
140001,1,7,"vbe",320,1,2012,"HBI","A",22.9022104446696,2.45,3.2,121,"Vbe","Vogelbeere","Sorbus aucuparia","Sorbus","aucuparia","80.028.002","LB",64,30011,"VB","WAHR","Sorbus aucuparia",36,"bu","aLh","bu","BU","BU","aLB","VB","aLh","Sorbus spp.","Sorbus spp.","total",1.55827466753755,0.00716961690389005,0.779137333768773
140001,1,8,"vbe",200,1,2012,"HBI","A",22.9022104446696,2.45,2,121,"Vbe","Vogelbeere","Sorbus aucuparia","Sorbus","aucuparia","80.028.002","LB",64,30011,"VB","WAHR","Sorbus aucuparia",36,"bu","aLh","bu","BU","BU","aLB","VB","aLh","Sorbus spp.","Sorbus spp.","fwb",1.5582732435,0.0071696151933435,0.77913662175
140001,1,8,"vbe",200,1,2012,"HBI","A",22.9022104446696,2.45,2,121,"Vbe","Vogelbeere","Sorbus aucuparia","Sorbus","aucuparia","80.028.002","LB",64,30011,"VB","WAHR","Sorbus aucuparia",36,"bu","aLh","bu","BU","BU","aLB","VB","aLh","Sorbus spp.","Sorbus spp.","ndl",8.5950072713372e-07,0,4.2975036356686e-07
140001,1,8,"vbe",200,1,2012,"HBI","A",22.9022104446696,2.45,2,121,"Vbe","Vogelbeere","Sorbus aucuparia","Sorbus","aucuparia","80.028.002","LB",64,30011,"VB","WAHR","Sorbus aucuparia",36,"bu","aLh","bu","BU","BU","aLB","VB","aLh","Sorbus spp.","Sorbus spp.","ag",1.55827410300073,0.0071696151933435,0.779137051500365
140001,1,8,"vbe",200,1,2012,"HBI","A",22.9022104446696,2.45,2,121,"Vbe","Vogelbeere","Sorbus aucuparia","Sorbus","aucuparia","80.028.002","LB",64,30011,"VB","WAHR","Sorbus aucuparia",36,"bu","aLh","bu","BU","BU","aLB","VB","aLh","Sorbus spp.","Sorbus spp.","bg",5.64536815879253e-07,1.71054655211414e-09,2.82268407939627e-07
140001,1,8,"vbe",200,1,2012,"HBI","A",22.9022104446696,2.45,2,121,"Vbe","Vogelbeere","Sorbus aucuparia","Sorbus","aucuparia","80.028.002","LB",64,30011,"VB","WAHR","Sorbus aucuparia",36,"bu","aLh","bu","BU","BU","aLB","VB","aLh","Sorbus spp.","Sorbus spp.","total",1.55827466753755,0.00716961690389005,0.779137333768773
140001,1,9,"vbe",400,1,2012,"HBI","A",22.9022104446696,2.45,4,121,"Vbe","Vogelbeere","Sorbus aucuparia","Sorbus","aucuparia","80.028.002","LB",64,30011,"VB","WAHR","Sorbus aucuparia",36,"bu","aLh","bu","BU","BU","aLB","VB","aLh","Sorbus spp.","Sorbus spp.","fwb",1.5582732435,0.0071696151933435,0.77913662175
140001,1,9,"vbe",400,1,2012,"HBI","A",22.9022104446696,2.45,4,121,"Vbe","Vogelbeere","Sorbus aucuparia","Sorbus","aucuparia","80.028.002","LB",64,30011,"VB","WAHR","Sorbus aucuparia",36,"bu","aLh","bu","BU","BU","aLB","VB","aLh","Sorbus spp.","Sorbus spp.","ndl",8.5950072713372e-07,0,4.2975036356686e-07
