"stand_component","plot_ID","stand","C_layer","SP_code","compartiment","age_period","annual_growth_cm","stand_type_diff","B_t_ha_diff","C_t_ha_diff","N_t_ha_diff","n_ha_diff","n_SP_diff","mean_DBH_cm_diff","sd_DBH_cm_diff","Dg_cm_diff","mean_BA_m2_diff","mean_H_m_diff","sd_H_m_diff","Hg_m_diff","n_stands_diff","BL_CF_ratio_diff","BA_percent_diff","dw_sp","dw_type","ST_LY_type","decay","n_dec_diff","n_dw_TY_diff","mean_d_cm_diff","sd_d_cm_diff","mean_l_m_diff","sd_l_m_diff"
"LT","140037","all","all","all","stw",11,0.222890959456056,0,-2.96622484006296,-1.48311242003148,-0.00240857457013112,-239.967282531224,0,3.1772761944387,1.194147400241,3.3628771668888,0.0188272853488707,1.2519583794029,-0.75427706037508,1.2519583794029,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","140037","all","all","all","sw",11,0.222890959456056,0,-63.37725245692,-31.6886262284603,-0.0514623289950199,-239.967282531224,0,3.1772761944387,1.194147400241,3.3628771668888,0.0188272853488707,1.2519583794029,-0.75427706037508,1.2519583794029,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","140037","all","all","all","total",11,0.222890959456056,0,-104.503984889749,-52.251992444875,-0.189846602358702,-239.967282531224,0,3.1772761944387,1.194147400241,3.3628771668888,0.0188272853488707,1.2519583794029,-0.75427706037508,1.2519583794029,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","140037","all","all","gfi","ag",11,0.222890959456056,0,-91.828660002698,-45.9143300013487,-0.137370757326309,NA,NA,3.1772761944387,1.194147400241,3.3628771668888,0.0188272853488707,1.2519583794029,-0.75427706037508,1.2519583794029,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","140037","all","all","gfi","bg",11,0.222890959456056,0,-12.6753248870512,-6.3376624435255,-0.0524758450323916,NA,NA,3.1772761944387,1.194147400241,3.3628771668888,0.0188272853488707,1.2519583794029,-0.75427706037508,1.2519583794029,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","140037","all","all","gfi","fwb",11,0.222890959456056,0,-12.2882039418382,-6.1441019709191,-0.0533676697194034,NA,NA,3.1772761944387,1.194147400241,3.3628771668888,0.0188272853488707,1.2519583794029,-0.75427706037508,1.2519583794029,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","140037","all","all","gfi","ndl",11,0.222890959456056,0,-6.9713209040097,-3.48566045200486,0,NA,NA,3.1772761944387,1.194147400241,3.3628771668888,0.0188272853488707,1.2519583794029,-0.75427706037508,1.2519583794029,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","140037","all","all","gfi","sb",11,0.222890959456056,0,-5.9680847266249,-2.98404236331244,-0.0288855300768644,NA,NA,3.1772761944387,1.194147400241,3.3628771668888,0.0188272853488707,1.2519583794029,-0.75427706037508,1.2519583794029,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","140037","all","all","gfi","stb",11,0.222890959456056,0,-0.257573133241968,-0.128786566620984,-0.00124665396489113,NA,NA,3.1772761944387,1.194147400241,3.3628771668888,0.0188272853488707,1.2519583794029,-0.75427706037508,1.2519583794029,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","140037","all","all","gfi","stw",11,0.222890959456056,0,-2.96622484006296,-1.48311242003148,-0.00240857457013112,NA,NA,3.1772761944387,1.194147400241,3.3628771668888,0.0188272853488707,1.2519583794029,-0.75427706037508,1.2519583794029,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","140037","all","all","gfi","sw",11,0.222890959456056,0,-63.37725245692,-31.6886262284603,-0.0514623289950199,NA,NA,3.1772761944387,1.194147400241,3.3628771668888,0.0188272853488707,1.2519583794029,-0.75427706037508,1.2519583794029,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","140037","all","all","gfi","total",11,0.222890959456056,0,-104.503984889749,-52.251992444875,-0.189846602358702,NA,NA,3.1772761944387,1.194147400241,3.3628771668888,0.0188272853488707,1.2519583794029,-0.75427706037508,1.2519583794029,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140037","A",NA,"all","ag",NA,NA,NA,1.07575623509107,0.537878117545531,0.00494829136027138,3219.11357083256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140037","A",NA,"all","bg",NA,NA,NA,3.63229267111353e-07,1.81614633555676e-07,1.1005846793474e-09,3219.11357083256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140037","A",NA,"all","fwb",NA,NA,NA,1.00261033873263,0.501305169366312,0.0046130101685088,3219.11357083256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140037","A",NA,"all","ndl",NA,NA,NA,5.53012328721587e-07,2.76506164360794e-07,0,3219.11357083256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140037","A",NA,"all","total",NA,NA,NA,1.07575659832033,0.537878299160164,0.00494829246085605,3219.11357083256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140037","A",NA,"gfi","ag",NA,NA,NA,0.00488578671655358,0.0024428933582768,2.12189717099923e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140037","A",NA,"gfi","bg",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140037","A",NA,"gfi","total",NA,NA,NA,0.00488578671655358,0.0024428933582768,2.12189717099923e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140037","A",NA,"rbu","ag",NA,NA,NA,0.291901873915208,0.145950936957604,0.00134303978645402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140037","A",NA,"rbu","bg",NA,NA,NA,1.04986883542541e-07,5.24934417712708e-08,3.18110257133901e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140037","A",NA,"rbu","fwb",NA,NA,NA,0.289791997512141,0.144895998756071,0.00133333298055336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140037","A",NA,"rbu","ndl",NA,NA,NA,1.59841307433204e-07,7.99206537166018e-08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140037","A",NA,"rbu","total",NA,NA,NA,0.291901978902092,0.145950989451046,0.00134304010456427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140037","A",NA,"vbe","ag",NA,NA,NA,0.7789685744593,0.38948428722965,0.00358403260210736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140037","A",NA,"vbe","bg",NA,NA,NA,2.58242383568811e-07,1.29121191784405e-07,7.82474422213499e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140037","A",NA,"vbe","fwb",NA,NA,NA,0.712818341220483,0.356409170610241,0.00327967718795544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140037","A",NA,"vbe","ndl",NA,NA,NA,3.93171021288384e-07,1.96585510644192e-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140037","A",NA,"vbe","total",NA,NA,NA,0.778968832701685,0.389484416350842,0.00358403338458178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140037","all",NA,"all","ag",NA,NA,NA,1.07575623509107,0.537878117545531,0.00494829136027138,3219.11357083256,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140037","all",NA,"all","bg",NA,NA,NA,3.63229267111353e-07,1.81614633555676e-07,1.1005846793474e-09,3219.11357083256,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140037","all",NA,"all","fwb",NA,NA,NA,1.00261033873263,0.501305169366312,0.0046130101685088,3219.11357083256,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140037","all",NA,"all","ndl",NA,NA,NA,5.53012328721587e-07,2.76506164360794e-07,0,3219.11357083256,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140037","all",NA,"all","total",NA,NA,NA,1.07575659832033,0.537878299160164,0.00494829246085605,3219.11357083256,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140037","all",NA,"gfi","ag",NA,NA,NA,0.00488578671655358,0.0024428933582768,2.12189717099923e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140037","all",NA,"gfi","bg",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140037","all",NA,"gfi","total",NA,NA,NA,0.00488578671655358,0.0024428933582768,2.12189717099923e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140037","all",NA,"rbu","ag",NA,NA,NA,0.291901873915208,0.145950936957604,0.00134303978645402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140037","all",NA,"rbu","bg",NA,NA,NA,1.04986883542541e-07,5.24934417712708e-08,3.18110257133901e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140037","all",NA,"rbu","fwb",NA,NA,NA,0.289791997512141,0.144895998756071,0.00133333298055336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140037","all",NA,"rbu","ndl",NA,NA,NA,1.59841307433204e-07,7.99206537166018e-08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140037","all",NA,"rbu","total",NA,NA,NA,0.291901978902092,0.145950989451046,0.00134304010456427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140037","all",NA,"vbe","ag",NA,NA,NA,0.7789685744593,0.38948428722965,0.00358403260210736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140037","all",NA,"vbe","bg",NA,NA,NA,2.58242383568811e-07,1.29121191784405e-07,7.82474422213499e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140037","all",NA,"vbe","fwb",NA,NA,NA,0.712818341220483,0.356409170610241,0.00327967718795544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140037","all",NA,"vbe","ndl",NA,NA,NA,3.93171021288384e-07,1.96585510644192e-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG","140037","all",NA,"vbe","total",NA,NA,NA,0.778968832701685,0.389484416350842,0.00358403338458178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DW","140037",NA,NA,NA,"ag",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"2",NA,NA,NA,NA,NA,NA
"DW","140037",NA,NA,NA,"ag",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"3",NA,NA,NA,NA,NA,NA
"DW","140037",NA,NA,NA,"ag",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"4",NA,NA,NA,NA,NA,NA
"DW","140037",NA,NA,NA,"ag",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"all",NA,NA,NA,NA,NA,NA
"DW","140037",NA,NA,NA,"ag",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","4",NA,"2",NA,NA,NA,NA,NA,NA
"DW","140037",NA,NA,NA,"stb",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","4",NA,"2",NA,NA,NA,NA,NA,NA
"DW","140037",NA,NA,NA,"stw",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","4",NA,"2",NA,NA,NA,NA,NA,NA
"DW","140037",NA,NA,NA,"ag",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","4",NA,"3",NA,NA,NA,NA,NA,NA
"DW","140037",NA,NA,NA,"ag",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","4",NA,"4",NA,NA,NA,NA,NA,NA
"DW","140037",NA,NA,NA,"ag",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","4",NA,"5",NA,NA,NA,NA,NA,NA
"DW","140037",NA,NA,NA,"ag",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","4",NA,"all",NA,NA,NA,NA,NA,NA
"DW","140037",NA,NA,NA,"stb",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","4",NA,"all",NA,NA,NA,NA,NA,NA
"DW","140037",NA,NA,NA,"stw",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","4",NA,"all",NA,NA,NA,NA,NA,NA
"DW","140037",NA,NA,NA,"ag",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","all",NA,"2",NA,NA,NA,NA,NA,NA
"DW","140037",NA,NA,NA,"stb",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","all",NA,"2",NA,NA,NA,NA,NA,NA
"DW","140037",NA,NA,NA,"stw",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","all",NA,"2",NA,NA,NA,NA,NA,NA
"DW","140037",NA,NA,NA,"ag",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","all",NA,"3",NA,NA,NA,NA,NA,NA
"DW","140037",NA,NA,NA,"ag",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","all",NA,"4",NA,NA,NA,NA,NA,NA
"DW","140037",NA,NA,NA,"ag",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","all",NA,"5",NA,NA,NA,NA,NA,NA
"DW","140037",NA,NA,NA,"ag",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","all",NA,"all",NA,NA,0,0,0,0
"DW","140037",NA,NA,NA,"stb",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","all",NA,"all",NA,NA,0,0,0,0
"DW","140037",NA,NA,NA,"stw",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","all",NA,"all",NA,NA,0,0,0,0
"DW","140037",NA,NA,NA,"ag",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","1","L","all",NA,NA,0,0,0,0
"DW","140037",NA,NA,NA,"ag",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","1",NA,"2",NA,NA,NA,NA,NA,NA
"DW","140037",NA,NA,NA,"ag",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","1",NA,"3",NA,NA,NA,NA,NA,NA
"DW","140037",NA,NA,NA,"ag",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","1",NA,"4",NA,NA,NA,NA,NA,NA
"DW","140037",NA,NA,NA,"ag",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","4","L","all",NA,NA,0,0,0,0
"DW","140037",NA,NA,NA,"stb",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","4","L","all",NA,NA,0,0,0,0
"DW","140037",NA,NA,NA,"stw",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","4","L","all",NA,NA,0,0,0,0
"DW","140037",NA,NA,NA,"ag",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","4",NA,"2",NA,NA,NA,NA,NA,NA
"DW","140037",NA,NA,NA,"stb",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","4",NA,"2",NA,NA,NA,NA,NA,NA
"DW","140037",NA,NA,NA,"stw",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","4",NA,"2",NA,NA,NA,NA,NA,NA
"DW","140037",NA,NA,NA,"ag",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","4",NA,"3",NA,NA,NA,NA,NA,NA
"DW","140037",NA,NA,NA,"ag",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","4",NA,"4",NA,NA,NA,NA,NA,NA
"DW","140037",NA,NA,NA,"ag",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","4",NA,"5",NA,NA,NA,NA,NA,NA
"DW","140037",NA,NA,NA,"ag",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","all",NA,"2",NA,NA,0,0,0,0
"DW","140037",NA,NA,NA,"stb",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","all",NA,"2",NA,NA,0,0,0,0
"DW","140037",NA,NA,NA,"stw",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","all",NA,"2",NA,NA,0,0,0,0
