bund_nr,ort,lfd_nr,schicht,deckung_bze2,deckung,art,frequenz_epi,anz_flechten
120140,z,9,ms,4.0,-9.0,334.011.017,,
120140,z,10,ms,8.0,-9.0,357.008.001,,
120141,z,1,bs,80.0,-9.0,026.007.007,,
120141,z,2,ks,0.8,-9.0,193.091.001,,
120141,z,3,ks,11.0,-9.0,132.018.006,,
120141,z,4,ks,20.0,-9.0,193.074.005,,
120141,z,5,ks,4.0,-9.0,193.016.008,,
120141,z,6,ks,0.3,-9.0,199.012.124,,
120141,z,7,ms,1.0,-9.0,385.005.001,,
120141,z,8,ms,12.0,-9.0,357.005.003,,
120141,z,9,ms,38.0,-9.0,357.008.001,,
120142,z,1,bs,85.0,-9.0,026.007.007,,
120142,z,2,ks,1.0,-9.0,036.004.011,,
120142,z,3,ks,0.3,-9.0,103.004.001,,
120142,z,4,ks,0.3,-9.0,193.091.001,,
120142,z,5,ks,0.3,-9.0,080.028.002,,
120142,z,6,ks,100.0,-9.0,193.074.005,,
120142,z,7,ms,0.5,-9.0,357.005.003,,
120143,z,1,bs,90.0,-9.0,026.007.007,,
120143,z,2,ms,0.4,-9.0,338.001.003,,
120143,z,3,ms,0.3,-9.0,334.011.999,,
120143,z,4,ms,15.0,-9.0,357.005.003,,
120144,z,1,b1,65.0,-9.0,026.007.007,,
120144,z,2,b1,0.5,-9.0,-9,,
120144,z,3,b2,3.0,-9.0,026.007.007,,
120144,z,4,bs,98.0,-9.0,026.007.007,,
120144,z,5,ks,65.0,-9.0,193.074.005,,
120144,z,6,ks,0.5,-9.0,169.181.010,,
120144,z,7,ks,0.5,-9.0,132.003.001,,
120144,z,8,ks,0.5,-9.0,047.008.001,,
120144,z,9,ks,0.3,-9.0,036.004.011,,
120144,z,10,ks,0.3,-9.0,132.003.001,,
120144,z,11,ks,90.0,-9.0,193.074.005,,
120144,z,12,ks,0.5,-9.0,026.007.007,,
120144,z,13,ks,0.5,-9.0,036.004.014,,
120144,z,14,ks,0.1,-9.0,169.096.062,,
120144,z,15,ks,0.5,-9.0,193.004.103,,
120144,z,16,ks,0.5,-9.0,193.087.019,,
120144,z,17,ks,0.5,-9.0,193.091.001,,
120144,z,18,ms,9.0,-9.0,357.005.003,,
120144,z,19,ms,1.0,-9.0,385.005.001,,
120144,z,20,ms,35.0,-9.0,334.011.017,,
120144,z,21,ms,0.5,-9.0,338.001.003,,
120144,z,22,ms,10.0,-9.0,357.008.001,,
120144,z,23,ms,7.0,-9.0,334.011.017,,
120144,z,24,ms,14.0,-9.0,357.008.001,,
120144,z,25,ms,35.0,-9.0,357.005.009,,
120144,z,26,ss,10.0,-9.0,026.007.007,,
120145,z,1,bs,85.0,-9.0,026.007.007,,
120145,z,2,bs,2.0,-9.0,034.001.001,,
120145,z,3,bs,2.0,-9.0,081.030.001,,
120145,z,4,ks,0.3,-9.0,080.009.076,,
120145,z,5,ks,6.0,-9.0,132.018.004,,
120145,z,6,ks,73.0,-9.0,132.018.006,,
120145,z,7,ks,2.0,-9.0,036.004.011,,
120145,z,8,ks,9.0,-9.0,193.091.001,,
120145,z,9,ms,19.0,-9.0,315.011.003,,
120145,z,10,ms,7.0,-9.0,357.005.003,,
120145,z,11,ss,0.3,-9.0,081.030.001,,
120145,z,12,ss,1.0,-9.0,080.028.002,,
120145,z,13,ss,1.0,-9.0,103.004.001,,
120146,z,1,bs,95.0,-9.0,026.007.007,,
120146,z,2,ks,1.0,-9.0,199.012.124,,
120146,z,3,ms,20.0,-9.0,357.005.003,,
120147,z,1,bs,85.0,-9.0,026.007.007,,
120147,z,2,ks,5.0,-9.0,193.045.001,,
120147,z,3,ks,2.0,-9.0,080.010.018,,
120147,z,4,ks,65.0,-9.0,132.018.006,,
120147,z,5,ks,2.0,-9.0,169.003.001,,
120147,z,6,ks,5.0,-9.0,189.002.999,,
120147,z,7,ks,4.0,-9.0,193.091.001,,
120147,z,8,ks,0.3,-9.0,193.113.001,,
120147,z,9,ks,10.0,-9.0,080.009.076,,
120147,z,10,ks,2.0,-9.0,080.021.001,,
120147,z,11,ks,7.0,-9.0,132.018.004,,
120147,z,12,ks,1.0,-9.0,169.089.001,,
120147,z,13,ms,11.0,-9.0,357.005.003,,
120147,z,14,ms,35.0,-9.0,357.008.001,,
120147,z,15,ms,20.0,-9.0,315.011.003,,
120148,z,1,bs,20.0,-9.0,031.002.004,,
120148,z,2,bs,2.0,-9.0,026.007.007,,
120148,z,3,bs,75.0,-9.0,034.001.001,,
120148,z,4,ks,50.0,-9.0,132.018.006,,
120148,z,5,ks,3.0,-9.0,193.091.001,,
120148,z,6,ks,4.0,-9.0,199.012.124,,
120148,z,7,ks,4.0,-9.0,015.001.001,,
120148,z,8,ks,30.0,-9.0,132.003.001,,
120148,z,9,ks,13.0,-9.0,132.018.004,,
120148,z,10,ks,2.0,-9.0,193.074.001,,
120148,z,11,ms,40.0,-9.0,357.005.003,,
120148,z,12,ms,20.0,-9.0,357.008.001,,
120149,z,1,bs,83.0,-9.0,026.007.007,,
120149,z,2,bs,15.0,-9.0,034.001.001,,
120149,z,3,ks,1.0,-9.0,103.004.001,,
120149,z,4,ks,8.0,-9.0,036.004.999,,
120149,z,5,ks,34.0,-9.0,132.018.006,,
120149,z,6,ks,53.0,-9.0,193.074.005,,
120149,z,7,ks,33.0,-9.0,015.001.001,,
120149,z,8,ks,4.0,-9.0,036.004.001,,
120149,z,9,ks,5.0,-9.0,132.018.004,,
120149,z,10,ks,5.0,-9.0,193.113.001,,
120149,z,11,ms,25.0,-9.0,357.005.003,,
120149,z,12,ms,15.0,-9.0,357.008.001,,
120150,z,1,bs,80.0,-9.0,026.007.007,,
120150,z,2,ks,0.3,-9.0,169.003.001,,
120150,z,3,ks,8.0,-9.0,036.004.014,,
120150,z,4,ks,7.0,-9.0,103.004.001,,
120150,z,5,ks,10.0,-9.0,193.026.003,,
120150,z,6,ks,8.0,-9.0,132.018.004,,
120150,z,7,ks,5.0,-9.0,193.074.005,,
120150,z,8,ks,7.0,-9.0,080.021.001,,
120150,z,9,ks,20.0,-9.0,080.009.076,,
120150,z,10,ms,4.0,-9.0,357.005.003,,
120150,z,11,ms,60.0,-9.0,315.011.003,,
120150,z,12,ms,6.0,-9.0,357.008.001,,
120150,z,13,ss,1.0,-9.0,164.003.001,,
120150,z,14,ss,0.5,-9.0,031.001.999,,
120150,z,15,ss,55.0,-9.0,080.034.014,,
120150,z,16,ss,35.0,-9.0,099.001.001,,
120150,z,17,ss,2.0,-9.0,080.028.002,,
120150,z,18,ss,0.3,-9.0,036.004.001,,
120151,z,1,bs,80.0,-9.0,026.007.007,,
120151,z,2,ks,1.0,-9.0,036.004.011,,
120151,z,3,ks,4.0,-9.0,199.012.124,,
120151,z,4,ks,85.0,-9.0,193.074.005,,
120151,z,5,ms,75.0,-9.0,357.005.003,,
120151,z,6,ms,30.0,-9.0,357.008.001,,
120151,z,7,ms,2.0,-9.0,338.001.003,,
120153,z,1,bs,100.0,-9.0,026.007.007,,
120153,z,2,ks,0.5,-9.0,036.004.011,,
120153,z,3,ks,2.0,-9.0,080.021.001,,
120153,z,4,ks,0.5,-9.0,036.004.001,,
120153,z,5,ks,0.8,-9.0,164.002.001,,
120153,z,6,ms,85.0,-9.0,357.005.003,,
120153,z,7,ms,1.0,-9.0,315.011.003,,
120153,z,8,ms,1.0,-9.0,334.011.017,,
120153,z,9,ss,1.0,-9.0,080.035.018,,
120154,z,1,bs,25.0,-9.0,034.001.999,,
120154,z,2,bs,40.0,-9.0,031.002.004,,
120154,z,3,ks,4.0,-9.0,199.012.124,,
120154,z,4,ks,70.0,-9.0,015.001.001,,
120154,z,5,ks,4.0,-9.0,026.004.001,,
120154,z,6,ks,0.3,-9.0,035.001.001,,
120154,z,7,ks,18.0,-9.0,057.002.002,,
120154,z,8,ks,1.0,-9.0,080.009.076,,
120154,z,9,ks,10.0,-9.0,193.074.005,,
120154,z,10,ks,3.0,-9.0,193.083.004,,
120154,z,11,ks,5.0,-9.0,193.113.001,,
120154,z,12,ks,5.0,-9.0,036.004.014,,
120154,z,13,ks,0.8,-9.0,047.008.011,,
120154,z,14,ks,2.0,-9.0,132.018.006,,
120154,z,15,ks,12.0,-9.0,193.091.001,,
120154,z,16,ss,12.0,-9.0,031.002.004,,
120155,z,1,bs,70.0,-9.0,026.007.007,,
120155,z,2,bs,15.0,-9.0,034.001.001,,
120155,z,3,bs,10.0,-9.0,036.004.014,,
120155,z,4,ks,35.0,-9.0,193.091.001,,
120155,z,5,ks,50.0,-9.0,193.074.005,,
120155,z,6,ks,11.0,-9.0,080.009.076,,
120155,z,7,ms,40.0,-9.0,357.005.003,,
120155,z,8,ms,19.0,-9.0,315.011.003,,
120155,z,9,ms,4.0,-9.0,334.011.017,,
120155,z,10,ms,16.0,-9.0,357.008.001,,
120155,z,11,ss,8.0,-9.0,036.004.014,,
120155,z,12,ss,3.0,-9.0,080.035.018,,
120155,z,13,ss,4.0,-9.0,105.001.005,,
120155,z,14,ss,10.0,-9.0,031.002.004,,
120155,z,15,ss,20.0,-9.0,080.028.002,,
120156,z,1,bs,75.0,-9.0,026.007.007,,
120156,z,2,ks,55.0,-9.0,193.091.001,,
120156,z,3,ks,0.75,-9.0,026.007.007,,
120156,z,4,ks,8.0,-9.0,132.018.006,,
120156,z,5,ks,0.3,-9.0,019.003.009,,
120156,z,6,ks,4.0,-9.0,080.009.007,,
120156,z,7,ks,3.0,-9.0,080.009.076,,
120156,z,8,ks,4.0,-9.0,132.018.004,,
120156,z,9,ks,50.0,-9.0,193.074.005,,
120156,z,10,ms,65.0,-9.0,357.008.001,,
120156,z,11,ss,0.3,-9.0,103.004.001,,
120156,z,12,ss,2.0,-9.0,080.035.018,,
120156,z,13,ss,2.0,-9.0,080.028.002,,
120157,z,1,bs,95.0,-9.0,026.007.007,,
120157,z,2,ks,25.0,-9.0,193.074.005,,
120157,z,3,ms,30.0,-9.0,334.011.999,,
120157,z,4,ms,15.0,-9.0,357.005.003,,
120157,z,5,ms,1.0,-9.0,385.005.001,,
120159,z,1,bs,10.0,-9.0,034.001.002,,
120159,z,2,bs,70.0,-9.0,034.002.002,,
120159,z,3,ks,2.0,-9.0,080.009.007,,
120159,z,4,ks,0.9,-9.0,019.003.017,,
120159,z,5,ks,1.0,-9.0,057.002.002,,
120159,z,6,ks,0.2,-9.0,061.014.001,,
120159,z,7,ks,0.5,-9.0,082.001.006,,
120159,z,8,ks,0.4,-9.0,144.005.132,,
120159,z,9,ks,13.0,-9.0,193.074.001,,
120159,z,10,ks,6.0,-9.0,193.083.001,,
120159,z,11,ks,20.0,-9.0,199.012.051,,
120159,z,12,ks,1.0,-9.0,019.003.001,,
120159,z,13,ks,11.0,-9.0,040.001.006,,
120159,z,14,ks,1.0,-9.0,129.026.001,,
120159,z,15,ks,1.0,-9.0,151.019.001,,
120159,z,16,ks,2.0,-9.0,169.118.040,,
120159,z,17,ms,1.0,-9.0,357.005.003,,
120159,z,18,ss,3.0,-9.0,034.002.002,,
120159,z,19,ss,2.0,-9.0,103.004.001,,
120160,z,1,bs,70.0,-9.0,026.007.007,,
120160,z,2,ks,45.0,-9.0,193.074.005,,
120160,z,3,ms,75.0,-9.0,357.005.003,,
120160,z,4,ms,5.0,-9.0,334.011.017,,
120160,z,5,ms,3.0,-9.0,338.001.003,,
120161,z,1,b1,25.0,-9.0,026.007.007,,
120161,z,2,bs,75.0,-9.0,026.007.007,,
120161,z,3,ks,0.5,-9.0,199.012.014,,
120161,z,4,ks,2.0,-9.0,034.001.001,,
120161,z,5,ks,1.0,-9.0,036.004.011,,
120161,z,6,ks,0.75,-9.0,047.008.011,,
120161,z,7,ks,10.0,-9.0,193.091.001,,
120161,z,8,ks,75.0,-9.0,193.074.005,,
120161,z,9,ks,0.5,-9.0,193.111.001,,
120161,z,10,ks,0.1,-9.0,019.003.017,,
120161,z,11,ks,0.5,-9.0,047.008.001,,
120161,z,12,ks,0.5,-9.0,080.009.076,,
120161,z,13,ks,0.5,-9.0,132.003.001,,
120161,z,14,ks,1.0,-9.0,193.091.001,,
120161,z,15,ks,92.0,-9.0,193.074.005,,
120161,z,16,ks,0.5,-9.0,034.001.001,,
120161,z,17,ks,0.5,-9.0,026.007.007,,
120161,z,18,ks,0.5,-9.0,123.005.001,,
120161,z,19,ks,0.3,-9.0,095.001.001,,
120161,z,20,ks,0.5,-9.0,036.004.011,,
120161,z,21,ks,0.5,-9.0,036.004.014,,
120161,z,22,ks,0.1,-9.0,080.035.018,,
120161,z,23,ks,0.5,-9.0,193.004.103,,
120161,z,24,ms,15.0,-9.0,357.005.003,,
120161,z,25,ms,60.0,-9.0,357.008.001,,
120161,z,26,ms,80.0,-9.0,357.008.001,,
120161,z,27,ms,5.0,-9.0,357.005.003,,
120161,z,28,ss,0.5,-9.0,034.001.001,,
120163,z,1,bs,70.0,-9.0,026.007.007,,
120163,z,2,ks,0.1,-9.0,036.004.011,,
120163,z,3,ks,0.5,-9.0,080.028.002,,
120163,z,4,ks,80.0,-9.0,193.074.005,,
120163,z,5,ms,10.0,-9.0,357.005.003,,
120163,z,6,ms,85.0,-9.0,357.008.001,,
120164,z,1,bs,100.0,-9.0,026.007.007,,
120164,z,2,ks,1.0,-9.0,164.001.002,,
120164,z,3,ks,0.1,-9.0,080.010.018,,
120164,z,4,ks,7.0,-9.0,193.091.001,,
120164,z,5,ks,1.0,-9.0,080.009.007,,
120164,z,6,ks,0.2,-9.0,203.003.001,,
120165,z,1,bs,100.0,-9.0,026.007.007,,
120165,z,2,ks,1.0,-9.0,036.004.014,,
120165,z,3,ks,4.0,-9.0,132.018.004,,
120165,z,4,ks,50.0,-9.0,193.074.005,,
120165,z,5,ms,85.0,-9.0,357.005.003,,
120167,z,1,bs,70.0,-9.0,026.007.007,,
120167,z,2,bs,90.0,-9.0,080.035.018,,
120167,z,3,ks,1.0,-9.0,169.172.001,,
120167,z,4,ks,0.5,-9.0,036.004.014,,
120167,z,5,ks,8.0,-9.0,193.091.001,,
120167,z,6,ks,3.0,-9.0,080.009.076,,
120167,z,7,ks,0.3,-9.0,095.001.001,,
120167,z,8,ks,5.0,-9.0,146.005.019,,
120167,z,9,ks,0.5,-9.0,193.016.027,,
120167,z,10,ks,5.0,-9.0,193.074.005,,
120167,z,11,ms,5.0,-9.0,357.005.003,,
120167,z,12,ss,5.0,-9.0,080.028.002,,
120167,z,13,ss,20.0,-9.0,080.035.018,,
120167,z,14,ss,2.0,-9.0,164.001.002,,
120168,z,1,b1,35.0,-9.0,034.002.002,,
120168,z,2,b1,1.0,-9.0,031.001.003,,
120168,z,3,b1,20.0,-9.0,031.001.001,,
120168,z,4,b1,35.0,-9.0,031.002.004,,
120168,z,5,b1,3.0,-9.0,034.001.001,,
120168,z,6,b2,4.0,-9.0,034.001.001,,
120168,z,7,b2,1.0,-9.0,031.001.041,,
120168,z,8,b2,20.0,-9.0,034.002.002,,
120168,z,9,bs,10.0,-9.0,031.001.003,,
120168,z,10,bs,21.0,-9.0,031.002.004,,
120168,z,11,bs,52.0,-9.0,034.002.002,,
120168,z,12,bs,1.0,-9.0,034.001.001,,
120168,z,13,ks,0.3,-9.0,169.172.001,,
120168,z,14,ks,2.0,-9.0,080.009.075,,
120168,z,15,ks,0.2,-9.0,129.012.012,,
120168,z,16,ks,80.0,-9.0,193.045.001,,
120168,z,17,ks,3.0,-9.0,040.001.006,,
120168,z,18,ks,1.0,-9.0,047.002.017,,
120168,z,19,ks,10.0,-9.0,080.009.075,,
120168,z,20,ks,0.5,-9.0,080.017.009,,
120168,z,21,ks,0.5,-9.0,083.001.037,,
120168,z,22,ks,0.5,-9.0,098.001.003,,
120168,z,23,ks,5.0,-9.0,123.002.001,,
120168,z,24,ks,0.5,-9.0,129.013.001,,
120168,z,25,ks,90.0,-9.0,193.045.001,,
120168,z,26,ks,1.0,-9.0,193.091.001,,
120168,z,27,ks,0.5,-9.0,193.102.001,,
120168,z,28,ks,1.0,-9.0,193.016.004,,
120168,z,29,ks,0.5,-9.0,193.074.001,,
120168,z,30,ks,0.5,-9.0,151.010.008,,
120168,z,31,ks,0.5,-9.0,169.089.001,,
120168,z,32,ks,0.5,-9.0,193.004.008,,
120168,z,33,ks,0.2,-9.0,203.003.001,,
120168,z,34,ks,1.0,-9.0,169.089.001,,
120168,z,35,ks,3.0,-9.0,080.009.007,,
120168,z,36,ks,0.0,-9.0,031.002.004,,
120168,z,37,ks,0.5,-9.0,034.002.002,,
120168,z,38,ks,0.5,-9.0,068.006.001,,
120168,z,39,ks,10.0,-9.0,144.005.132,,
120168,z,40,ms,0.5,-9.0,315.001.019,,
120168,z,41,ms,2.0,-9.0,357.005.003,,
120168,z,42,ms,0.5,-9.0,374.004.001,,
120168,z,43,ss,1.0,-9.0,034.002.002,,
120168,z,44,ss,0.1,-9.0,080.034.999,,
120168,z,45,ss,1.0,-9.0,026.004.001,,
120168,z,46,ss,0.5,-9.0,026.004.001,,
120168,z,47,ss,0.1,-9.0,031.002.004,,
120168,z,48,ss,5.0,-9.0,034.002.002,,
120168,z,49,ss,2.0,-9.0,080.009.075,,
120168,z,50,ss,0.1,-9.0,080.034.009,,
120168,z,51,ss,0.1,-9.0,164.001.002,,
120169,z,1,bs,85.0,-9.0,026.007.007,,
120169,z,2,ks,2.0,-9.0,036.004.014,,
120169,z,3,ks,8.0,-9.0,132.018.006,,
120169,z,4,ks,11.0,-9.0,015.001.001,,
120169,z,5,ks,70.0,-9.0,193.074.005,,
120169,z,6,ms,10.0,-9.0,357.005.003,,
120169,z,7,ms,13.0,-9.0,357.008.001,,
120170,z,1,bs,90.0,-9.0,026.007.007,,
120170,z,2,ks,1.0,-9.0,036.004.014,,
120170,z,3,ks,70.0,-9.0,193.074.005,,
120170,z,4,ms,2.0,-9.0,385.005.001,,
120170,z,5,ms,70.0,-9.0,357.008.001,,
120181,z,1,bs,70.0,-9.0,026.007.007,,
120181,z,2,ks,75.0,-9.0,132.018.006,,
120181,z,3,ks,15.0,-9.0,036.004.014,,
120181,z,4,ms,91.0,-9.0,357.008.001,,
120181,z,5,ms,5.0,-9.0,357.005.003,,
120181,z,6,ss,1.0,-9.0,036.004.001,,
120181,z,7,ss,0.3,-9.0,080.028.002,,
120181,z,8,ss,3.0,-9.0,036.001.001,,
120181,z,9,ss,1.0,-9.0,103.004.001,,
120182,z,1,bs,80.0,-9.0,026.007.007,,
120182,z,2,ks,30.0,-9.0,132.018.006,,
120182,z,3,ks,5.0,-9.0,080.009.076,,
120182,z,4,ks,15.0,-9.0,193.074.005,,
120182,z,5,ms,90.0,-9.0,315.011.003,,
120182,z,6,ms,5.0,-9.0,357.008.001,,
120182,z,7,ss,15.0,-9.0,036.004.011,,
120182,z,8,ss,10.0,-9.0,034.001.001,,
120182,z,9,ss,25.0,-9.0,036.001.001,,
120183,z,1,bs,70.0,-9.0,026.007.007,,
120183,z,2,ks,7.0,-9.0,193.091.001,,
120183,z,3,ks,56.0,-9.0,132.018.006,,
120183,z,4,ks,0.3,-9.0,019.003.017,,
120183,z,5,ks,35.0,-9.0,193.074.005,,
120183,z,6,ms,68.0,-9.0,315.011.003,,
120184,z,1,bs,85.0,-9.0,026.007.007,,
120184,z,2,ks,85.0,-9.0,193.091.001,,
120184,z,3,ms,3.0,-9.0,334.011.017,,
120184,z,4,ms,69.0,-9.0,357.008.001,,
120184,z,5,ss,3.0,-9.0,036.004.011,,
120184,z,6,ss,8.0,-9.0,026.007.007,,
120184,z,7,ss,1.0,-9.0,036.004.001,,
120185,z,1,bs,75.0,-9.0,026.007.007,,
120185,z,2,ks,0.2,-9.0,193.091.001,,
120185,z,3,ks,0.3,-9.0,026.007.007,,
120185,z,4,ks,0.1,-9.0,034.001.001,,
120185,z,5,ks,65.0,-9.0,132.018.006,,
120185,z,6,ks,0.1,-9.0,019.003.017,,
120185,z,7,ks,0.2,-9.0,199.012.124,,
120185,z,8,ms,1.0,-9.0,357.005.003,,
120185,z,9,ss,0.2,-9.0,080.028.002,,
120185,z,10,ss,1.0,-9.0,036.004.011,,
120186,z,1,bs,70.0,-9.0,026.007.007,,
120186,z,2,ks,3.0,-9.0,026.007.007,,
120186,z,3,ks,0.2,-9.0,036.001.001,,
120186,z,4,ks,38.0,-9.0,132.018.006,,
120186,z,5,ks,0.3,-9.0,193.091.001,,
120186,z,6,ks,1.0,-9.0,080.009.076,,
120186,z,7,ks,8.0,-9.0,015.001.001,,
120186,z,8,ks,0.3,-9.0,080.009.007,,
120186,z,9,ks,0.3,-9.0,132.018.004,,
120186,z,10,ms,15.0,-9.0,315.011.003,,
120186,z,11,ms,80.0,-9.0,357.008.001,,
120186,z,12,ss,16.0,-9.0,036.004.014,,
120186,z,13,ss,0.7,-9.0,103.004.001,,
120186,z,14,ss,5.0,-9.0,036.004.001,,
120186,z,15,ss,3.0,-9.0,080.028.002,,
120187,z,1,bs,95.0,-9.0,036.001.001,,
120187,z,2,ks,8.0,-9.0,036.001.001,,
120187,z,3,ms,1.0,-9.0,357.005.003,,
120187,z,4,ms,0.5,-9.0,385.005.001,,
120188,z,1,bs,80.0,-9.0,036.004.011,,
120188,z,2,ks,1.0,-9.0,189.002.022,,
120188,z,3,ks,0.1,-9.0,036.001.001,,
120188,z,4,ks,53.0,-9.0,036.004.011,,
120188,z,5,ks,6.0,-9.0,132.018.006,,
120188,z,6,ks,1.0,-9.0,015.001.001,,
120188,z,7,ks,0.1,-9.0,080.028.002,,
120188,z,8,ks,0.1,-9.0,193.074.005,,
120188,z,9,ks,4.0,-9.0,199.012.124,,
120188,z,10,ms,1.0,-9.0,385.005.001,,
120188,z,11,ms,1.0,-9.0,357.005.003,,
