bund_nr,labor,labornr,otprobe,utprobe
50001,180,vTI50001_30_60,30,60
50001,200,000013186/023_33,0,5
50001,200,000013186/023_33,0,5
50001,200,000013186/024_34,5,10
50001,200,000013186/027_37,60,90
50001,100,0812403,5,10
50001,100,0812403,5,10
50001,200,000013186/026_36,30,60
50001,200,000013186/024_34,5,10
50001,200,000013186/025_35,10,30
50001,180,vTI50001_30_60,30,60
50001,100,0812402,0,5
50001,200,000013186/024_34,5,10
50001,200,000013186/027_37,60,90
50001,100,0812402,0,5
50001,200,000013186/023_33,0,5
50001,200,000013186/027_37,60,90
50001,180,vTI50001_90_140,90,140
50001,200,000013186/026_36,30,60
50001,200,000013186/026_36,30,60
50001,200,000013186/023_33,0,5
50001,200,000013186/024_34,5,10
50001,200,000013186/024_34,5,10
50001,200,000013186/024_34,5,10
50001,200,000013186/026_36,30,60
50001,200,000013186/023_33,0,5
50001,100,0812403,5,10
50001,200,000013186/024_34,5,10
50001,200,000013186/024_34,5,10
50001,200,000013186/027_37,60,90
50001,100,0812402,0,5
50001,180,vTI50001_10_30,10,30
50001,180,vTI50001_0_5,0,5
50001,180,vTI50001_60_90,60,90
50001,100,0812402,0,5
50001,200,000013186/027_37,60,90
50001,200,000013186/027_37,60,90
50001,180,vTI50001_10_30,10,30
50001,200,000013186/027_37,60,90
50001,200,000013186/024_34,5,10
50001,180,vTI50001_0_5,0,5
50001,180,vTI50001_60_90,60,90
50001,200,000013186/027_37,60,90
50001,180,vTI50001_5_10,5,10
50001,200,000013186/027_37,60,90
50001,200,000013186/023_33,0,5
50001,200,000013186/026_36,30,60
50001,200,000013186/026_36,30,60
50001,200,000013186/027_37,60,90
50001,100,0812403,5,10
50001,100,0812402,0,5
50001,200,000013186/023_33,0,5
50001,200,000013186/024_34,5,10
50001,200,000013186/026_36,30,60
50001,200,000013186/023_33,0,5
50001,200,000013186/024_34,5,10
50001,200,000013186/025_35,10,30
50001,200,000013186/027_37,60,90
50001,200,000013186/024_34,5,10
50001,200,000013186/026_36,30,60
50001,200,000013186/023_33,0,5
50001,200,000013186/024_34,5,10
50001,200,000013186/026_36,30,60
50001,200,000013186/023_33,0,5
50001,180,vTI50001_140_200,140,200
50001,100,0812402,0,5
50001,100,0812402,0,5
50001,100,0812403,5,10
50001,200,000013186/024_34,5,10
50001,200,000013186/025_35,10,30
50001,200,000013186/027_37,60,90
50001,200,000013186/027_37,60,90
50001,200,000013186/027_37,60,90
50001,100,0812403,5,10
50001,200,000013186/025_35,10,30
50001,200,000013186/026_36,30,60
50001,200,000013186/026_36,30,60
50001,200,000013186/027_37,60,90
50001,200,000013186/027_37,60,90
50001,200,000013186/023_33,0,5
50001,100,0812403,5,10
50001,200,000013186/025_35,10,30
50001,200,000013186/024_34,5,10
50001,200,000013186/024_34,5,10
50001,200,000013186/025_35,10,30
50001,200,000013186/024_34,5,10
50001,200,000013186/025_35,10,30
50001,200,000013186/026_36,30,60
50001,200,000013186/023_33,0,5
50001,200,000013186/027_37,60,90
50001,200,000013186/023_33,0,5
50001,200,000013186/024_34,5,10
50001,200,000013186/024_34,5,10
50001,200,000013186/026_36,30,60
50001,200,000013186/025_35,10,30
50001,200,000013186/024_34,5,10
50001,100,0812402,0,5
50001,200,000013186/023_33,0,5
50001,200,000013186/027_37,60,90
50001,100,0812403,5,10
50001,100,0812402,0,5
50001,200,000013186/025_35,10,30
50001,200,000013186/023_33,0,5
50001,200,000013186/026_36,30,60
50001,100,0812402,0,5
50001,200,000013186/026_36,30,60
50001,100,0812402,0,5
50001,200,000013186/023_33,0,5
50001,200,000013186/023_33,0,5
50001,100,0812402,0,5
50001,200,000013186/024_34,5,10
50001,200,000013186/023_33,0,5
50001,200,000013186/023_33,0,5
50001,200,000013186/024_34,5,10
50001,200,000013186/027_37,60,90
50001,200,000013186/026_36,30,60
50001,200,000013186/025_35,10,30
50001,200,000013186/024_34,5,10
50001,200,000013186/024_34,5,10
50001,200,000013186/024_34,5,10
50001,200,000013186/023_33,0,5
50001,200,000013186/023_33,0,5
50001,200,000013186/027_37,60,90
50001,200,000013186/027_37,60,90
50001,200,000013186/023_33,0,5
50001,200,000013186/024_34,5,10
50001,200,000013186/023_33,0,5
50001,200,000013186/023_33,0,5
50001,200,000013186/027_37,60,90
50001,100,0812403,5,10
50001,200,000013186/024_34,5,10
50001,200,000013186/026_36,30,60
50001,200,000013186/026_36,30,60
50001,200,000013186/023_33,0,5
50001,200,000013186/027_37,60,90
50001,100,0812403,5,10
50001,200,000013186/024_34,5,10
50001,200,000013186/026_36,30,60
50001,180,vTI50001_5_10,5,10
50001,200,000013186/026_36,30,60
50001,200,000013186/026_36,30,60
50001,200,000013186/026_36,30,60
50001,200,000013186/024_34,5,10
50001,200,000013186/024_34,5,10
50001,200,000013186/024_34,5,10
50001,180,vTI50001_90_140,90,140
50001,200,000013186/025_35,10,30
50001,200,000013186/027_37,60,90
50001,200,000013186/025_35,10,30
50001,200,000013186/025_35,10,30
50001,100,0812403,5,10
50001,200,000013186/023_33,0,5
50001,100,0812402,0,5
50001,200,000013186/024_34,5,10
50001,200,000013186/023_33,0,5
50001,200,000013186/023_33,0,5
50001,200,000013186/026_36,30,60
50001,200,000013186/027_37,60,90
50001,200,000013186/026_36,30,60
50001,200,000013186/024_34,5,10
50001,200,000013186/026_36,30,60
50001,100,0812403,5,10
50001,200,000013186/026_36,30,60
50001,200,000013186/024_34,5,10
50001,200,000013186/024_34,5,10
50001,200,000013186/027_37,60,90
50001,100,0812403,5,10
50001,200,000013186/027_37,60,90
50001,100,0812402,0,5
50001,100,0812403,5,10
50001,200,000013186/027_37,60,90
50001,200,000013186/023_33,0,5
50001,200,000013186/025_35,10,30
50001,200,000013186/025_35,10,30
50001,200,000013186/023_33,0,5
50001,200,000013186/027_37,60,90
50001,100,0812403,5,10
50001,200,000013186/027_37,60,90
50001,200,000013186/026_36,30,60
50001,200,000013186/024_34,5,10
50001,100,0812403,5,10
50001,200,000013186/027_37,60,90
50001,200,000013186/027_37,60,90
50001,200,000013186/026_36,30,60
50001,200,000013186/025_35,10,30
50001,180,vTI50001_140_200,140,200
50001,200,000013186/024_34,5,10
50001,200,000013186/023_33,0,5
50001,200,000013186/023_33,0,5
50001,200,000013186/026_36,30,60
50001,200,000013186/026_36,30,60
50001,200,000013186/026_36,30,60
50001,200,000013186/023_33,0,5
50001,200,000013186/024_34,5,10
50001,200,000013186/024_34,5,10
50001,200,000013186/025_35,10,30
50001,200,000013186/026_36,30,60
50001,200,000013186/023_33,0,5
50001,200,000013186/023_33,0,5
50001,200,000013186/023_33,0,5
50001,200,000013186/023_33,0,5
50001,200,000013186/023_33,0,5
50001,100,0812402,0,5
50001,100,0812402,0,5
50001,200,000013186/025_35,10,30
50001,200,000013186/023_33,0,5
50002,200,000012196/041_37,60,90
50002,200,000012196/039_35,10,30
50002,200,000012196/039_35,10,30
50002,180,vTI50002_0_5,0,5
50002,180,vTI50002_5_10,5,10
50002,180,vTI50002_10_30,10,30
50002,180,vTI50002_140_200,140,200
50002,200,000012196/039_35,10,30
50002,100,0812396,0,5
50002,200,000012196/041_37,60,90
50002,200,000012196/039_35,10,30
50002,200,000012196/040_36,30,60
50002,200,000012196/039_35,10,30
50002,200,000012196/038_34,5,10
50002,200,000012196/038_34,5,10
50002,200,000012196/041_37,60,90
50002,200,000012196/041_37,60,90
50002,200,000012196/041_37,60,90
50002,200,000012196/038_34,5,10
50002,200,000012196/041_37,60,90
50002,200,000012196/041_37,60,90
50002,200,000012196/038_34,5,10
50002,200,000012196/041_37,60,90
50002,200,000012196/041_37,60,90
50002,100,0812396,0,5
50002,200,000012196/038_34,5,10
50002,200,000012196/037_33,0,5
50002,200,000012196/037_33,0,5
50002,200,000012196/037_33,0,5
50002,200,000012196/037_33,0,5
50002,200,000012196/037_33,0,5
50002,200,000012196/038_34,5,10
50002,100,0812396,0,5
50002,100,0812396,0,5
50002,100,0812397,5,10
50002,100,0812397,5,10
50002,100,0812397,5,10
50002,100,0812396,0,5
50002,200,000012196/037_33,0,5
50002,200,000012196/037_33,0,5
50002,100,0812397,5,10
50002,100,0812397,5,10
50002,200,000012196/040_36,30,60
50002,200,000012196/039_35,10,30
50002,200,000012196/039_35,10,30
50002,200,000012196/038_34,5,10
50002,200,000012196/038_34,5,10
50002,200,000012196/040_36,30,60
50002,200,000012196/038_34,5,10
50002,100,0812397,5,10
50002,200,000012196/038_34,5,10
50002,200,000012196/038_34,5,10
50002,200,000012196/041_37,60,90
50002,200,000012196/041_37,60,90
50002,200,000012196/041_37,60,90
50002,200,000012196/037_33,0,5
50002,200,000012196/037_33,0,5
50002,200,000012196/041_37,60,90
50002,200,000012196/041_37,60,90
50002,200,000012196/041_37,60,90
50002,200,000012196/041_37,60,90
50002,200,000012196/040_36,30,60
50002,200,000012196/038_34,5,10
50002,200,000012196/037_33,0,5
50002,200,000012196/037_33,0,5
50002,100,0812396,0,5
50002,100,0812397,5,10
50002,200,000012196/038_34,5,10
50002,200,000012196/037_33,0,5
50002,200,000012196/037_33,0,5
50002,200,000012196/040_36,30,60
50002,200,000012196/039_35,10,30
50002,200,000012196/040_36,30,60
50002,200,000012196/040_36,30,60
50002,200,000012196/038_34,5,10
50002,200,000012196/040_36,30,60
50002,200,000012196/040_36,30,60
50002,200,000012196/037_33,0,5
50002,100,0812397,5,10
50002,200,000012196/038_34,5,10
50002,200,000012196/040_36,30,60
50002,200,000012196/039_35,10,30
50002,200,000012196/037_33,0,5
50002,200,000012196/037_33,0,5
50002,200,000012196/038_34,5,10
50002,200,000012196/038_34,5,10
50002,200,000012196/038_34,5,10
50002,200,000012196/037_33,0,5
50002,200,000012196/040_36,30,60
50002,200,000012196/040_36,30,60
50002,200,000012196/039_35,10,30
50002,200,000012196/040_36,30,60
50002,200,000012196/040_36,30,60
50002,200,000012196/037_33,0,5
50002,200,000012196/041_37,60,90
50002,100,0812396,0,5
50002,200,000012196/041_37,60,90
50002,200,000012196/040_36,30,60
50002,200,000012196/038_34,5,10
50002,100,0812396,0,5
50002,200,000012196/041_37,60,90
50002,200,000012196/038_34,5,10
50002,100,0812396,0,5
50002,200,000012196/040_36,30,60
50002,200,000012196/040_36,30,60
50002,200,000012196/040_36,30,60
50002,200,000012196/040_36,30,60
50002,100,0812397,5,10
50002,100,0812396,0,5
50002,100,0812396,0,5
50002,200,000012196/040_36,30,60
50002,200,000012196/040_36,30,60
50002,100,0812397,5,10
50002,100,0812397,5,10
50002,100,0812397,5,10
50002,100,0812397,5,10
50002,100,0812396,0,5
50002,180,vTI50002_30_60,30,60
50002,100,0812396,0,5
50002,100,0812397,5,10
50002,200,000012196/037_33,0,5
50002,200,000012196/040_36,30,60
50002,200,000012196/040_36,30,60
50002,200,000012196/039_35,10,30
50002,200,000012196/040_36,30,60
50002,200,000012196/038_34,5,10
50002,200,000012196/037_33,0,5
50002,200,000012196/037_33,0,5
50002,200,000012196/037_33,0,5
50002,200,000012196/037_33,0,5
50002,200,000012196/037_33,0,5
50002,100,0812397,5,10
50002,100,0812396,0,5
50002,200,000012196/040_36,30,60
50002,200,000012196/040_36,30,60
50002,200,000012196/040_36,30,60
50002,200,000012196/037_33,0,5
50002,200,000012196/037_33,0,5
50002,200,000012196/041_37,60,90
50002,200,000012196/040_36,30,60
50002,180,vTI50002_10_30,10,30
50002,180,vTI50002_140_200,140,200
50002,180,vTI50002_5_10,5,10
50002,200,000012196/038_34,5,10
50002,100,0812396,0,5
50002,100,0812396,0,5
50002,180,vTI50002_60_90,60,90
50002,180,vTI50002_0_5,0,5
50002,180,vTI50002_90_140,90,140
50002,200,000012196/038_34,5,10
50002,200,000012196/041_37,60,90
50002,200,000012196/038_34,5,10
50002,200,000012196/038_34,5,10
50002,200,000012196/041_37,60,90
50002,200,000012196/037_33,0,5
50002,200,000012196/037_33,0,5
50002,200,000012196/040_36,30,60
50002,200,000012196/038_34,5,10
50002,200,000012196/041_37,60,90
50002,200,000012196/041_37,60,90
50002,200,000012196/041_37,60,90
50002,200,000012196/041_37,60,90
50002,200,000012196/041_37,60,90
50002,200,000012196/037_33,0,5
50002,200,000012196/038_34,5,10
50002,200,000012196/037_33,0,5
50002,200,000012196/038_34,5,10
50002,200,000012196/038_34,5,10
50002,200,000012196/041_37,60,90
50002,200,000012196/038_34,5,10
50002,200,000012196/037_33,0,5
50002,200,000012196/037_33,0,5
50002,200,000012196/040_36,30,60
50002,200,000012196/037_33,0,5
50002,180,vTI50002_30_60,30,60
50002,200,000012196/041_37,60,90
50002,200,000012196/038_34,5,10
50002,200,000012196/039_35,10,30
50002,200,000012196/040_36,30,60
50002,200,000012196/040_36,30,60
50002,200,000012196/037_33,0,5
50002,200,000012196/037_33,0,5
50002,200,000012196/037_33,0,5
50002,100,0812397,5,10
50002,200,000012196/038_34,5,10
50002,200,000012196/038_34,5,10
50002,200,000012196/041_37,60,90
50002,200,000012196/038_34,5,10
50002,200,000012196/039_35,10,30
50002,200,000012196/039_35,10,30
50002,200,000012196/039_35,10,30
50002,200,000012196/039_35,10,30
50002,200,000012196/039_35,10,30
50002,200,000012196/038_34,5,10
50002,200,000012196/038_34,5,10
50002,180,vTI50002_90_140,90,140
50002,180,vTI50002_60_90,60,90
50002,200,000012196/038_34,5,10
50002,200,000012196/039_35,10,30
50002,200,000012196/037_33,0,5
50002,200,000012196/038_34,5,10
50002,200,000012196/038_34,5,10
50002,200,000012196/037_33,0,5
50002,200,000012196/041_37,60,90
50002,200,000012196/041_37,60,90
50002,200,000012196/037_33,0,5
50003,200,000012833/038_34,5,10
50003,100,0812488,0,5
50003,200,000012833/038_34,5,10
50003,200,000012833/039_35,10,30
50003,200,000012833/039_35,10,30
50003,100,0812488,0,5
50003,100,0812488,0,5
50003,200,000012833/038_34,5,10
50003,200,000012833/038_34,5,10
50003,200,000012833/038_34,5,10
50003,200,000012833/038_34,5,10
50003,200,000012833/038_34,5,10
50003,200,000012833/039_35,10,30
50003,200,000012833/037_33,0,5
50003,200,000012833/038_34,5,10
50003,200,000012833/038_34,5,10
50003,200,000012833/038_34,5,10
50003,180,vTI50003_30_60,30,60
50003,180,vTI50003_10_30,10,30
50003,100,0812488,0,5
50003,200,000012833/040_36,30,60
50003,200,000012833/040_36,30,60
50003,200,000012833/040_36,30,60
50003,200,000012833/037_33,0,5
50003,200,000012833/037_33,0,5
50003,200,000012833/037_33,0,5
50003,200,000012833/037_33,0,5
50003,180,vTI50003_30_60,30,60
50003,200,000012833/038_34,5,10
50003,200,000012833/038_34,5,10
50003,200,000012833/041_37,60,90
50003,200,000012833/041_37,60,90
50003,200,000012833/037_33,0,5
50003,200,000012833/037_33,0,5
50003,200,000012833/040_36,30,60
50003,200,000012833/040_36,30,60
50003,100,0812489,5,10
50003,100,0812489,5,10
50003,100,0812488,0,5
50003,200,000012833/040_36,30,60
50003,200,000012833/040_36,30,60
50003,200,000012833/039_35,10,30
50003,100,0812488,0,5
50003,100,0812488,0,5
50003,100,0812489,5,10
50003,100,0812489,5,10
50003,200,000012833/039_35,10,30
50003,200,000012833/037_33,0,5
50003,200,000012833/038_34,5,10
50003,200,000012833/037_33,0,5
50003,200,000012833/041_37,60,90
50003,200,000012833/041_37,60,90
50003,180,vTI50003_60_90,60,90
50003,200,000012833/038_34,5,10
50003,200,000012833/038_34,5,10
50003,100,0812489,5,10
50003,200,000012833/038_34,5,10
50003,200,000012833/038_34,5,10
50003,200,000012833/037_33,0,5
50003,200,000012833/038_34,5,10
50003,200,000012833/038_34,5,10
50003,180,vTI50003_5_10,5,10
50003,100,0812489,5,10
50003,100,0812488,0,5
50003,200,000012833/037_33,0,5
50003,200,000012833/037_33,0,5
50003,200,000012833/037_33,0,5
50003,200,000012833/039_35,10,30
50003,200,000012833/039_35,10,30
50003,200,000012833/041_37,60,90
50003,200,000012833/038_34,5,10
50003,200,000012833/038_34,5,10
50003,200,000012833/038_34,5,10
50003,200,000012833/037_33,0,5
50003,200,000012833/041_37,60,90
50003,100,0812489,5,10
50003,200,000012833/038_34,5,10
50003,100,0812489,5,10
50003,100,0812489,5,10
50003,200,000012833/038_34,5,10
50003,200,000012833/038_34,5,10
50003,200,000012833/038_34,5,10
50003,200,000012833/037_33,0,5
50003,200,000012833/037_33,0,5
50003,200,000012833/039_35,10,30
50003,200,000012833/037_33,0,5
50003,200,000012833/039_35,10,30
50003,200,000012833/039_35,10,30
50003,200,000012833/037_33,0,5
50003,200,000012833/038_34,5,10
50003,200,000012833/038_34,5,10
50003,200,000012833/040_36,30,60
50003,200,000012833/037_33,0,5
50003,200,000012833/041_37,60,90
50003,200,000012833/041_37,60,90
50003,200,000012833/041_37,60,90
50003,200,000012833/039_35,10,30
50003,200,000012833/041_37,60,90
50003,200,000012833/041_37,60,90
50003,200,000012833/041_37,60,90
50003,200,000012833/040_36,30,60
50003,200,000012833/041_37,60,90
50003,200,000012833/037_33,0,5
50003,200,000012833/037_33,0,5
50003,200,000012833/037_33,0,5
50003,200,000012833/037_33,0,5
50003,200,000012833/037_33,0,5
50003,200,000012833/037_33,0,5
50003,200,000012833/041_37,60,90
50003,180,vTI50003_10_30,10,30
50003,200,000012833/038_34,5,10
50003,200,000012833/038_34,5,10
50003,200,000012833/038_34,5,10
50003,200,000012833/037_33,0,5
50003,200,000012833/040_36,30,60
50003,200,000012833/041_37,60,90
50003,200,000012833/041_37,60,90
50003,200,000012833/041_37,60,90
50003,200,000012833/041_37,60,90
50003,200,000012833/038_34,5,10
50003,200,000012833/039_35,10,30
50003,200,000012833/041_37,60,90
50003,200,000012833/041_37,60,90
50003,200,000012833/041_37,60,90
50003,200,000012833/041_37,60,90
50003,200,000012833/041_37,60,90
50003,200,000012833/041_37,60,90
50003,180,vTI50003_5_10,5,10
50003,100,0812488,0,5
50003,100,0812488,0,5
50003,100,0812488,0,5
50003,180,vTI50003_0_5,0,5
50003,100,0812489,5,10
50003,100,0812489,5,10
50003,100,0812489,5,10
50003,100,0812489,5,10
50003,200,000012833/037_33,0,5
50003,200,000012833/040_36,30,60
50003,180,vTI50003_60_90,60,90
50003,100,0812488,0,5
50003,100,0812488,0,5
50003,100,0812488,0,5
50003,100,0812489,5,10
50003,200,000012833/038_34,5,10
50003,200,000012833/038_34,5,10
50003,180,vTI50003_0_5,0,5
50003,100,0812489,5,10
50003,200,000012833/041_37,60,90
50003,200,000012833/041_37,60,90
50003,200,000012833/041_37,60,90
50003,200,000012833/041_37,60,90
50003,200,000012833/037_33,0,5
50003,200,000012833/037_33,0,5
50003,200,000012833/039_35,10,30
50003,200,000012833/040_36,30,60
50003,200,000012833/040_36,30,60
50003,200,000012833/040_36,30,60
50003,200,000012833/037_33,0,5
50003,200,000012833/037_33,0,5
50003,200,000012833/037_33,0,5
50003,200,000012833/037_33,0,5
50003,200,000012833/037_33,0,5
50003,200,000012833/040_36,30,60
50003,200,000012833/040_36,30,60
50003,200,000012833/040_36,30,60
50003,100,0812489,5,10
50003,200,000012833/037_33,0,5
50003,200,000012833/041_37,60,90
50003,200,000012833/038_34,5,10
50003,200,000012833/041_37,60,90
50003,200,000012833/039_35,10,30
50003,200,000012833/039_35,10,30
50003,200,000012833/037_33,0,5
50003,200,000012833/037_33,0,5
50003,200,000012833/038_34,5,10
50003,200,000012833/041_37,60,90
50003,200,000012833/037_33,0,5
50003,200,000012833/040_36,30,60
50003,200,000012833/039_35,10,30
50003,200,000012833/038_34,5,10
50003,200,000012833/039_35,10,30
50003,200,000012833/039_35,10,30
50003,100,0812488,0,5
50003,100,0812488,0,5
50003,200,000012833/041_37,60,90
50003,200,000012833/037_33,0,5
50003,200,000012833/038_34,5,10
50003,200,000012833/038_34,5,10
50004,200,000012833/023_33,0,5
50004,200,000012833/023_33,0,5
50004,200,000012833/023_33,0,5
50004,200,000012833/023_33,0,5
50004,200,000012833/026_36,30,60
50004,100,0812485,5,10
50004,100,0812484,0,5
50004,200,000012833/026_36,30,60
50004,200,000012833/026_36,30,60
50004,200,000012833/026_36,30,60
50004,200,000012833/026_36,30,60
50004,200,000012833/026_36,30,60
50004,200,000012833/027_37,60,90
50004,200,000012833/026_36,30,60
50004,200,000012833/024_34,5,10
50004,200,000012833/023_33,0,5
50004,200,000012833/023_33,0,5
50004,200,000012833/023_33,0,5
50004,200,000012833/023_33,0,5
50004,100,0812484,0,5
50004,180,vTI50004_60_80,60,80
50004,200,000012833/023_33,0,5
50004,200,000012833/025_35,10,30
50004,200,000012833/026_36,30,60
50004,200,000012833/023_33,0,5
50004,100,0812485,5,10
50004,180,vTI50004_0_5,0,5
50004,100,0812484,0,5
50004,100,0812484,0,5
50004,100,0812484,0,5
50004,200,000012833/027_37,60,90
50004,200,000012833/027_37,60,90
50004,180,vTI50004_0_5,0,5
50004,200,000012833/024_34,5,10
50004,200,000012833/024_34,5,10
50004,200,000012833/024_34,5,10
50004,200,000012833/024_34,5,10
50004,200,000012833/024_34,5,10
50004,200,000012833/027_37,60,90
50004,200,000012833/027_37,60,90
50004,200,000012833/026_36,30,60
50004,200,000012833/024_34,5,10
50004,180,vTI50004_80_90,80,90
50004,200,000012833/026_36,30,60
50004,200,000012833/024_34,5,10
50004,200,000012833/025_35,10,30
50004,180,vTI50004_60_80,60,80
50004,200,000012833/027_37,60,90
50004,200,000012833/023_33,0,5
50004,200,000012833/026_36,30,60
50004,200,000012833/026_36,30,60
50004,200,000012833/026_36,30,60
50004,200,000012833/026_36,30,60
50004,200,000012833/027_37,60,90
50004,180,vTI50004_80_90,80,90
50004,180,vTI50004_30_60,30,60
50004,100,0812484,0,5
50004,200,000012833/027_37,60,90
50004,200,000012833/027_37,60,90
50004,200,000012833/023_33,0,5
50004,200,000012833/023_33,0,5
50004,100,0812484,0,5
50004,200,000012833/026_36,30,60
50004,200,000012833/026_36,30,60
50004,200,000012833/027_37,60,90
50004,200,000012833/026_36,30,60
50004,200,000012833/026_36,30,60
50004,200,000012833/026_36,30,60
50004,200,000012833/025_35,10,30
50004,200,000012833/026_36,30,60
50004,200,000012833/023_33,0,5
50004,200,000012833/026_36,30,60
50004,100,0812485,5,10
50004,200,000012833/024_34,5,10
50004,200,000012833/024_34,5,10
50004,100,0812484,0,5
50004,180,vTI50004_30_60,30,60
50004,200,000012833/026_36,30,60
50004,200,000012833/026_36,30,60
50004,200,000012833/026_36,30,60
50004,200,000012833/024_34,5,10
50004,100,0812484,0,5
50004,200,000012833/026_36,30,60
50004,200,000012833/026_36,30,60
50004,100,0812485,5,10
50004,180,vTI50004_5_10,5,10
50004,200,000012833/023_33,0,5
50004,100,0812485,5,10
50004,100,0812484,0,5
50004,200,000012833/026_36,30,60
50004,200,000012833/024_34,5,10
50004,200,000012833/023_33,0,5
50004,200,000012833/027_37,60,90
50004,200,000012833/025_35,10,30
50004,100,0812485,5,10
50004,200,000012833/024_34,5,10
50004,200,000012833/024_34,5,10
50004,200,000012833/027_37,60,90
50004,200,000012833/027_37,60,90
50004,180,vTI50004_5_10,5,10
50004,200,000012833/026_36,30,60
50004,200,000012833/027_37,60,90
50004,200,000012833/027_37,60,90
50004,200,000012833/024_34,5,10
50004,100,0812484,0,5
50004,200,000012833/025_35,10,30
50004,100,0812485,5,10
50004,200,000012833/024_34,5,10
50004,200,000012833/024_34,5,10
50004,200,000012833/024_34,5,10
50004,100,0812485,5,10
50004,100,0812485,5,10
50004,200,000012833/025_35,10,30
50004,200,000012833/025_35,10,30
50004,200,000012833/023_33,0,5
50004,200,000012833/024_34,5,10
50004,200,000012833/023_33,0,5
50004,200,000012833/023_33,0,5
50004,200,000012833/023_33,0,5
50004,100,0812484,0,5
50004,100,0812485,5,10
50004,100,0812485,5,10
50004,200,000012833/023_33,0,5
50004,200,000012833/024_34,5,10
50004,200,000012833/026_36,30,60
50004,100,0812484,0,5
50004,100,0812484,0,5
50004,200,000012833/023_33,0,5
50004,200,000012833/025_35,10,30
50004,180,vTI50004_10_30,10,30
50004,200,000012833/024_34,5,10
50004,200,000012833/027_37,60,90
50004,200,000012833/025_35,10,30
50004,200,000012833/024_34,5,10
50004,100,0812484,0,5
50004,200,000012833/027_37,60,90
50004,200,000012833/027_37,60,90
50004,200,000012833/027_37,60,90
50004,200,000012833/027_37,60,90
50004,200,000012833/027_37,60,90
50004,200,000012833/027_37,60,90
50004,200,000012833/027_37,60,90
50004,100,0812484,0,5
50004,200,000012833/027_37,60,90
50004,200,000012833/027_37,60,90
50004,100,0812485,5,10
50004,200,000012833/027_37,60,90
50004,200,000012833/025_35,10,30
50004,200,000012833/023_33,0,5
50004,200,000012833/024_34,5,10
50004,200,000012833/023_33,0,5
50004,200,000012833/025_35,10,30
50004,100,0812485,5,10
50004,100,0812485,5,10
50004,200,000012833/024_34,5,10
50004,200,000012833/024_34,5,10
50004,200,000012833/024_34,5,10
50004,200,000012833/024_34,5,10
50004,200,000012833/025_35,10,30
50004,200,000012833/026_36,30,60
50004,100,0812485,5,10
50004,200,000012833/023_33,0,5
50004,200,000012833/024_34,5,10
50004,200,000012833/024_34,5,10
50004,200,000012833/023_33,0,5
50004,200,000012833/023_33,0,5
50004,200,000012833/023_33,0,5
50004,200,000012833/023_33,0,5
50004,200,000012833/023_33,0,5
50004,200,000012833/023_33,0,5
50004,200,000012833/023_33,0,5
50004,200,000012833/025_35,10,30
50004,200,000012833/024_34,5,10
50004,200,000012833/023_33,0,5
50004,100,0812485,5,10
50004,200,000012833/024_34,5,10
50004,200,000012833/026_36,30,60
50004,200,000012833/024_34,5,10
50004,200,000012833/027_37,60,90
50004,200,000012833/027_37,60,90
50004,200,000012833/024_34,5,10
50004,200,000012833/027_37,60,90
50004,200,000012833/024_34,5,10
50004,200,000012833/024_34,5,10
50004,200,000012833/025_35,10,30
50004,180,vTI50004_10_30,10,30
50004,200,000012833/024_34,5,10
50004,200,000012833/023_33,0,5
50004,200,000012833/026_36,30,60
50004,200,000012833/023_33,0,5
50004,200,000012833/025_35,10,30
50004,200,000012833/025_35,10,30
50004,200,000012833/027_37,60,90
50004,200,000012833/027_37,60,90
50004,200,000012833/023_33,0,5
50004,200,000012833/025_35,10,30
50004,200,000012833/023_33,0,5
50004,200,000012833/027_37,60,90
50004,200,000012833/024_34,5,10
50004,200,000012833/025_35,10,30
50004,200,000012833/023_33,0,5
50004,200,000012833/024_34,5,10
50004,200,000012833/024_34,5,10
50004,200,000012833/023_33,0,5
50005,200,000012196/016_33,5,10
50005,200,000012196/019_36,60,90
50005,200,000012196/019_36,60,90
50005,200,000012196/019_36,60,90
50005,200,000012196/019_36,60,90
50005,200,000012196/019_36,60,90
50005,200,000012196/019_36,60,90
50005,200,000012196/019_36,60,90
50005,200,000012196/018_35,30,60
50005,200,000012196/018_35,30,60
50005,200,000012196/018_35,30,60
50005,200,000012196/015_32,0,5
50005,200,000012196/015_32,0,5
50005,200,000012196/015_32,0,5
50005,200,000012196/017_34,10,30
50005,200,000012196/017_34,10,30
50005,200,000012196/017_34,10,30
50005,200,000012196/016_33,5,10
50005,200,000012196/018_35,30,60
50005,200,000012196/015_32,0,5
50005,200,000012196/015_32,0,5
50005,200,000012196/015_32,0,5
50005,200,000012196/016_33,5,10
50005,200,000012196/017_34,10,30
50005,100,0812395,5,10
50005,100,0812395,5,10
50005,200,000012196/018_35,30,60
50005,200,000012196/017_34,10,30
50005,100,0812395,5,10
50005,200,000012196/018_35,30,60
50005,200,000012196/017_34,10,30
50005,100,0812395,5,10
50005,100,0812394,0,5
50005,100,0812394,0,5
50005,200,000012196/018_35,30,60
50005,200,000012196/018_35,30,60
50005,200,000012196/016_33,5,10
50005,100,0812394,0,5
50005,100,0812394,0,5
50005,100,0812394,0,5
50005,100,0812395,5,10
50005,200,000012196/016_33,5,10
50005,200,000012196/018_35,30,60
50005,200,000012196/018_35,30,60
