bund_nr,alter,bhd_hoehe,alter_methode,hoehe,kransatz,kraft,lfd_nr,schi,baumkennzahl,bart,zwiesel,bhd,hori,d_mess,azi
140013,68,130,1,,,4,43,1,-9,gki,,,933,119,180
140013,68,130,1,,,4,44,1,-9,gki,,,630,109,186
140013,68,130,1,,,3,45,1,-9,gki,,,675,138,206
140013,68,130,1,,,2,46,1,-9,gki,,,897,236,194
140013,68,130,1,,,2,47,1,-9,gki,,,1107,173,197
140013,68,130,1,,,4,48,1,-9,gki,,,1135,105,204
140013,68,130,1,,,2,49,1,-9,gki,,,1030,165,208
140013,68,130,1,,,3,50,1,-9,gki,,,965,134,222
140013,68,130,1,,,2,51,1,-9,gki,,,489,184,230
140013,68,130,1,,,2,52,1,-9,gki,,,351,175,238
140013,68,130,1,,,2,53,1,-9,gki,,,273,199,282
140014,71,130,1,142,114,3,1,1,-9,gki,,,298,130,218
140014,71,130,1,,,2,2,1,-9,gki,,,215,148,246
140014,71,130,1,151,112,2,3,1,-9,gki,,,373,166,243
140014,71,130,1,,,2,4,1,-9,gki,,,352,164,269
140014,71,130,1,,,2,5,1,-9,gki,,,665,170,253
140014,71,130,1,,,2,6,1,-9,gki,,,670,161,268
140014,71,130,1,,,3,7,1,-9,gki,,,849,136,264
140014,71,130,1,,,3,8,1,-9,gki,,,808,143,374
140014,71,130,1,115,97,4,9,1,-9,gki,,,404,87,294
140014,71,130,1,,,3,10,1,-9,gki,,,600,115,295
140014,71,130,1,,,2,11,1,-9,gki,,,1015,170,290
140014,71,130,1,,,2,12,1,-9,gki,,,1055,176,296
140014,71,130,1,,,2,13,1,-9,gki,,,1225,174,304
140014,71,130,1,,,2,14,1,-9,gki,,,1074,164,319
140014,71,130,1,,,2,15,1,-9,gki,,,1022,136,322
140014,71,130,1,,,2,16,1,-9,gki,,,872,149,337
140014,71,130,1,171,95,1,17,1,-9,gki,,,690,249,319
140014,71,130,1,,,2,18,1,-9,gki,,,495,175,331
140014,71,130,1,,,3,19,1,-9,gki,,,417,89,337
140014,71,130,1,,,2,20,1,-9,gki,,,300,144,323
140014,71,130,1,,,4,21,1,-9,gki,,,277,84,364
140014,71,130,1,,,4,22,1,-9,gki,,,123,78,4
140014,71,130,1,,,4,23,1,-9,gki,,,295,71,396
140014,71,130,1,,,3,24,1,-9,gki,,,539,122,376
140014,71,130,1,,,2,25,1,-9,gki,,,880,126,364
140014,71,130,1,,,2,26,1,-9,gki,,,921,163,359
140014,71,130,1,,,2,27,1,-9,gki,,,1081,178,359
140014,71,130,1,,,1,28,1,-9,gki,,,1177,232,364
140014,71,130,1,,,2,29,1,-9,gki,,,1199,132,379
140014,71,140,1,,,2,30,1,-9,gki,,,917,176,384
140014,71,130,1,,,2,31,1,-9,gki,,,389,195,17
140014,71,130,1,,,2,32,1,-9,gki,,,767,200,396
140014,71,130,1,,,2,33,1,-9,gki,,,1022,160,5
140014,71,130,1,,,3,34,1,-9,gki,,,1048,124,14
140014,71,150,1,,,3,35,1,-9,gki,,,1182,98,12
140014,71,130,1,,,3,36,1,-9,gki,,,1159,109,26
140014,71,130,1,,,3,37,1,-9,gki,,,1103,121,22
140014,71,130,1,,,3,38,1,-9,gki,,,797,114,15
140014,71,130,1,,,2,39,1,-9,gki,,,870,144,29
140014,71,130,1,,,2,40,1,-9,gki,,,1044,116,43
140014,71,130,1,,,2,41,1,-9,gki,,,1255,184,43
140014,71,130,1,163,110,2,42,1,-9,gki,,,1207,250,58
140014,71,130,1,,,2,43,1,-9,gki,,,920,208,59
140014,71,130,1,,,2,44,1,-9,gki,,,834,185,54
140014,71,130,1,,,3,45,1,-9,gki,,,536,113,49
140014,71,130,1,,,2,46,1,-9,gki,,,351,160,52
140014,71,130,1,,,3,47,1,-9,gki,,,462,125,63
140014,71,130,1,,,3,48,1,-9,gki,,,488,114,82
140014,71,140,1,,,2,49,1,-9,gki,,,389,127,100
140014,71,130,1,,,3,50,1,-9,gki,,,962,140,70
140014,71,130,1,,,3,51,1,-9,gki,,,1194,100,82
140014,71,130,1,,,3,52,1,-9,gki,,,1040,121,88
140014,71,130,1,,,2,53,1,-9,gki,,,826,217,86
140014,71,130,1,,,3,54,1,-9,gki,,,930,145,95
140014,71,130,1,,,2,55,1,-9,gki,,,147,210,106
140014,71,130,1,,,2,56,1,-9,gki,,,212,142,147
140014,71,130,1,,,2,57,1,-9,gki,,,789,145,107
140014,71,130,1,,,3,58,1,-9,gki,,,1128,135,103
140014,71,140,1,,,3,59,1,-9,gki,,,1192,106,109
140014,71,130,1,,,3,60,1,-9,gki,,,1054,151,120
140014,71,130,1,,,3,61,1,-9,gki,,,878,120,126
140014,71,130,1,,,2,62,1,-9,gki,,,689,136,137
140014,71,130,1,,,2,63,1,-9,gki,,,460,234,166
140014,71,130,1,,,2,64,1,-9,gki,,,859,152,174
140014,71,130,1,,,2,65,1,-9,gki,,,966,154,159
140014,71,150,1,,,3,66,1,-9,gki,,,1032,121,151
140014,71,130,1,,,2,67,1,-9,gki,,,1121,139,145
140014,71,130,1,,,3,68,1,-9,gki,,,1079,103,163
140014,71,130,1,,,4,69,1,-9,gki,,,991,103,177
140014,71,130,1,,,2,70,1,-9,gki,,,1133,156,175
140014,71,130,1,,,3,71,1,-9,gki,,,1168,142,170
140014,71,130,1,,,3,72,1,-9,gki,,,1076,118,195
140014,71,130,1,,,3,73,1,-9,gki,,,959,123,187
140014,71,130,1,,,2,74,1,-9,gki,,,814,214,208
140014,71,130,1,,,3,75,1,-9,gki,,,892,113,225
140014,71,130,1,,,1,76,1,-9,gki,,,1244,259,212
140014,71,130,1,,,4,77,1,-9,gki,,,1001,105,236
140015,128,130,1,,,2,1,1,-9,gki,,,127,264,154
140015,128,130,1,191,133,2,2,1,-9,gki,,,679,279,155
140015,128,130,1,141,123,3,3,1,-9,gki,,,899,142,146
140015,128,130,1,,,2,4,1,-9,gki,,,1096,260,145
140015,128,130,1,,,3,5,1,-9,gki,,,1116,215,191
140015,128,150,1,159,127,3,6,1,-9,gki,,,839,192,183
140015,128,130,1,,,2,7,1,-9,gki,,,635,270,194
140015,128,130,1,,,3,8,1,-9,gki,,,423,217,228
140015,128,130,1,,,3,9,1,-9,gki,,,424,198,254
140015,128,140,1,185,118,2,10,1,-9,gki,,,1059,245,217
140015,128,130,1,207,134,1,11,1,-9,gki,,,1469,366,231
140015,128,130,1,199,117,2,12,1,-9,gki,,,1236,318,252
140015,128,130,1,,,2,13,1,-9,gki,,,1089,341,276
140015,128,130,1,,,2,14,1,-9,gki,,,1348,314,276
140015,31,130,5,76,32,4,15,1,-9,gki,,,496,75,298
140015,128,130,1,,,3,16,1,-9,gki,,,470,276,313
140015,51,130,5,,,3,17,1,-9,gki,,,1073,160,333
140015,51,130,1,,,4,18,1,-9,gki,,,1043,102,318
140015,128,130,1,,,3,19,1,-9,gki,,,840,285,358
140015,128,130,1,,,2,20,1,-9,gki,,,1736,309,387
140015,128,130,1,,,2,21,1,-9,gki,,,1053,326,11
140015,128,130,1,,,3,22,1,-9,gki,,,422,237,391
140015,128,130,1,,,3,23,1,-9,gki,,,496,251,15
140015,128,140,1,,,2,24,1,-9,gki,,,161,255,22
140015,128,130,1,,,2,25,1,-9,gki,,,898,241,34
140015,128,130,1,,,2,26,1,-9,gki,,,1087,358,50
140015,128,130,1,,,2,27,1,-9,gki,,,1605,348,77
140015,128,130,1,,,2,28,1,-9,gki,,,888,292,104
140015,128,130,1,,,3,29,1,-9,gki,,,509,184,101
140015,128,130,1,,,3,30,1,-9,gki,,,338,205,81
140016,107,130,1,261,178,2,1,1,-9,gki,,,508,493,203
140016,54,130,1,145,111,-9,2,2,-9,tei,,,1242,182,238
140016,107,130,1,190,103,3,3,1,-9,tei,,,925,287,246
140016,107,130,1,232,177,3,4,1,-9,gki,,,728,276,242
140016,54,130,1,,,-9,5,2,-9,tei,,,833,106,254
140016,107,130,1,,,3,6,1,-9,gki,,,996,216,264
140016,107,130,1,184,148,3,7,1,-9,gki,,,1057,224,261
140016,107,130,1,209,38,4,8,1,-9,rbu,,,1617,350,270
140016,107,130,1,261,192,2,9,1,-9,gki,,,1159,285,284
140016,107,130,1,,,4,10,1,-9,gki,,,298,205,298
140016,107,130,1,,,2,11,1,-9,gki,,,471,359,289
140016,54,100,1,,,-9,12,2,-9,rbu,,,840,132,294
140016,54,130,1,,,-9,13,2,-9,tei,,,908,134,297
140016,54,130,1,191,114,4,14,1,-9,rbu,,,845,210,299
140016,107,130,1,243,183,2,15,1,-9,gki,,,1613,338,318
140016,107,130,1,,,3,16,1,-9,gki,,,1040,222,326
140016,107,130,1,,,2,17,1,-9,gki,,,828,306,318
140016,54,130,1,,,-9,18,2,-9,tei,,,767,152,327
140016,107,130,1,229,142,2,19,1,-9,gki,,,413,427,346
140016,54,130,1,89,46,-9,20,2,-9,tei,,,316,104,349
140016,107,130,1,,,3,21,1,-9,gki,,,774,284,354
140016,107,130,1,248,60,2,22,1,-9,rbu,,,904,347,372
140016,107,130,1,,,3,23,1,-9,gki,,,1226,273,375
140016,107,130,1,,,3,24,1,-9,rbu,,,1533,308,362
140016,107,130,1,,,3,25,1,-9,gki,,,1133,252,11
140016,107,130,1,149,84,-9,26,2,-9,tei,,,408,207,28
140016,107,130,1,,,2,27,1,-9,gki,,,715,288,35
140016,107,130,1,,,2,28,1,-9,gki,,,858,303,45
140016,54,130,1,101,84,-9,29,2,-9,sbi,,,1175,118,48
140016,54,130,1,,,-9,30,2,-9,rbu,,,1226,207,62
140016,107,130,1,,,2,31,1,-9,tei,,,1696,312,70
140016,107,130,1,,,2,32,1,-9,gki,,,1216,337,76
140016,107,130,1,235,157,2,33,1,-9,gki,,,1503,372,83
140016,54,130,1,129,84,-9,34,2,-9,rbu,,,1082,142,95
140016,107,130,1,,,2,35,1,-9,gki,,,789,279,77
140016,107,130,1,,,2,36,1,-9,gki,,,757,343,99
140016,54,130,1,,,-9,37,2,-9,rbu,,,677,117,118
140016,107,130,1,221,89,2,38,1,-9,tei,,,468,325,109
140016,107,130,1,,,2,39,1,-9,gki,,,853,278,133
140016,107,130,1,,,2,40,1,-9,gki,,,1615,318,109
140016,107,130,1,,,2,41,1,-9,gki,,,1230,405,133
140016,107,130,1,,,4,42,1,-9,tei,,,1155,242,140
140016,54,130,1,114,75,-9,43,2,-9,sbi,,,708,108,158
140016,107,130,1,,,4,44,1,-9,gki,,,795,260,174
140016,107,130,1,247,90,2,46,1,-9,rbu,,,1209,401,208
140016,107,130,1,,,4,47,1,-9,tei,,,1244,239,301
140016,107,130,1,,,2,48,1,-9,gki,,,1774,330,162
140017,51,130,5,152,71,4,1,1,-9,rbu,,,466,141,66
140017,78,130,1,274,219,2,2,1,-9,gki,,,428,366,77
140017,58,130,1,225,110,3,3,1,-9,gfi,,,865,247,75
140017,78,130,1,275,206,2,4,1,-9,gki,,,1229,337,81
140017,78,130,1,308,229,1,5,1,-9,gki,,,1645,513,75
140017,41,130,5,149,89,4,6,1,-9,gfi,,,1157,124,100
140017,58,130,1,262,108,3,7,1,-9,gfi,,,972,271,96
140017,78,130,1,289,203,2,8,1,-9,gki,,,1185,449,114
140017,58,130,1,274,134,2,9,1,-9,gfi,,,1759,358,124
140017,78,130,1,,,2,10,1,-9,gki,,,1430,346,146
140017,78,130,1,200,111,3,11,1,-9,gfi,,,1220,197,147
140017,78,130,1,262,129,2,12,1,-9,gfi,,,1754,308,157
140017,78,130,1,,,1,13,1,-9,gki,,,1737,521,183
140017,41,130,5,,,4,14,1,-9,gfi,,,1107,133,170
140017,78,130,1,,,2,15,1,-9,gfi,,,861,295,156
140017,41,150,5,,,4,16,1,-9,gfi,,,667,116,133
140017,78,130,1,,,2,17,1,-9,gki,,,415,504,116
140017,78,130,1,,,2,18,1,-9,gki,,,206,381,218
140017,78,130,1,,,2,19,1,-9,gfi,,,919,392,190
140017,58,130,1,,,3,20,1,-9,gfi,,,1244,217,183
140017,78,130,1,236,191,3,21,1,-9,gki,,,1086,285,201
140017,78,130,1,303,217,1,22,1,-9,gki,,,1566,570,200
140017,78,130,1,,,2,23,1,-9,gki,,,1745,334,203
140017,78,130,1,,,2,24,1,-9,gki,,,1732,429,230
140017,78,130,1,297,198,1,25,1,-9,gki,,,1666,475,260
140017,78,130,1,264,84,2,26,1,-9,rbu,,,964,463,292
140017,78,130,1,,,2,27,1,-9,gki,,,1325,342,311
140017,78,130,1,,,3,28,1,-9,gki,,,840,322,314
140017,78,130,1,,,2,29,1,-9,gki,,,1661,390,320
140017,78,130,1,,,3,30,1,-9,gki,,,955,290,341
140017,41,130,5,,,4,31,1,-9,gfi,,,1251,122,340
140017,78,130,1,,,2,32,1,-9,gki,,,970,417,369
140017,78,130,1,,,3,33,1,-9,gki,,,1195,285,363
140017,78,130,1,,,2,34,1,-9,gki,,,1753,363,1
140017,78,130,1,,,2,35,1,-9,gfi,,,1407,316,397
140017,41,130,5,,,4,36,1,-9,gfi,,,1255,134,394
140017,78,130,1,278,106,2,37,1,-9,rbu,,,960,340,8
140017,78,130,1,,,3,38,1,-9,gfi,,,953,310,20
140017,78,130,1,,,2,39,1,-9,gki,,,1323,385,34
140017,78,130,1,,,3,40,1,-9,gfi,,,1631,309,40
140017,78,130,1,,,2,41,1,-9,gki,,,1710,417,48
140017,78,130,1,,,2,42,1,-9,gki,,,1334,386,56
140018,68,130,1,247,163,2,1,1,-9,gki,,,180,332,194
140018,68,130,1,171,101,3,2,1,-9,gfi,,,339,223,168
140018,68,130,1,178,139,3,3,1,-9,gki,,,462,206,159
140018,68,130,1,244,196,2,4,1,-9,gki,,,546,350,176
140018,68,130,1,,,2,5,1,-9,gki,,,658,345,186
140018,68,130,1,228,78,2,6,1,-9,gfi,,,1233,347,162
140018,68,130,1,,,2,7,1,-9,gki,,,1564,309,192
140018,68,130,1,209,109,3,8,1,-9,gfi,,,1212,288,185
140018,68,130,1,,,3,9,1,-9,gki,,,1236,242,202
140018,68,130,1,,,2,10,1,-9,gki,,,1486,302,209
140018,68,150,1,,,2,11,1,-9,gki,,,1001,273,212
140018,68,130,1,,,4,12,1,-9,gki,,,756,238,233
140018,68,130,1,159,107,4,13,1,-9,gfi,,,612,176,234
140018,68,130,1,,,2,14,1,-9,gfi,,,363,293,252
140018,68,130,1,,,2,15,1,-9,gfi,,,504,338,283
140018,68,130,1,248,101,2,16,1,-9,gfi,,,243,378,327
140018,68,130,1,,,2,17,1,-9,gki,,,857,363,268
140018,31,130,5,71,18,4,18,1,-9,gfi,,,1189,119,246
140018,68,130,1,,,2,19,1,-9,gki,,,1332,359,260
140018,68,130,1,,,3,20,1,-9,gki,,,1038,308,304
140018,68,130,1,244,184,2,21,1,-9,gki,,,1157,280,313
140018,68,130,1,,,2,22,1,-9,gki,,,1600,361,332
140018,68,130,1,,,2,23,1,-9,gki,,,1126,304,326
140018,68,130,1,,,4,24,1,-9,gki,,,985,191,339
140018,68,130,1,181,144,4,25,1,-9,gki,,,794,184,332
140018,68,130,1,,,2,26,1,-9,gki,,,1022,314,350
140018,68,140,1,,,2,27,1,-9,gfi,,,1702,311,364
140018,68,130,1,266,197,2,28,1,-9,gki,,,1582,402,378
140018,68,130,1,,,2,29,1,-9,gfi,,,908,339,374
140018,68,130,1,,,2,30,1,-9,gki,,,982,321,392
140018,68,130,1,,,2,31,1,-9,gki,,,1357,361,3
140018,68,130,1,,,2,32,1,-9,gki,,,1367,348,25
140018,68,130,1,,,2,33,1,-9,gki,,,1754,370,38
140018,68,130,1,261,109,1,34,1,-9,gfi,,,1274,477,49
140018,68,130,1,,,3,35,1,-9,gki,,,694,332,36
140018,68,130,1,229,135,3,36,1,-9,sbi,,,1127,239,64
140018,68,130,1,,,3,37,1,-9,gki,,,1231,287,70
140018,68,130,1,,,2,38,1,-9,gki,,,1708,337,72
140018,68,150,1,,,2,39,1,-9,gki,,,1275,317,88
140018,68,150,1,,,3,40,1,-9,gki,,,929,253,87
140018,68,130,1,,,3,41,1,-9,gki,,,652,254,91
140018,68,130,1,,,3,42,1,-9,gki,,,966,247,100
140018,68,130,1,,,2,43,1,-9,gki,,,1286,343,122
140018,68,150,1,,,2,44,1,-9,gki,,,1575,349,121
140018,68,130,1,,,2,45,1,-9,gki,,,1528,366,133
140018,68,130,1,,,2,46,1,-9,gki,,,1755,324,135
140018,68,130,1,,,3,47,1,-9,gfi,,,995,262,124
140019,41,150,5,140,90,-9,1,2,-9,sbi,,,543,152,368
140019,157,130,1,255,144,2,2,1,-9,sei,,,1350,499,372
140019,157,130,1,264,140,2,3,1,-9,sei,,,1119,531,8
140019,41,130,5,117,73,-9,4,2,-9,sbi,,,490,118,43
140019,41,130,5,129,84,-9,5,2,-9,kir,,,809,148,69
140019,157,130,1,,,2,6,1,-9,sei,,,1038,503,56
140019,157,130,1,219,145,3,7,1,-9,sei,,,1622,404,60
140019,157,130,1,258,172,2,8,1,-9,sei,,,1541,580,89
140019,157,130,1,270,150,1,9,1,-9,sei,,,1749,629,102
140019,157,130,1,,,2,10,1,-9,sei,,,980,548,95
140019,157,130,1,213,149,3,11,1,-9,sei,,,603,359,189
140019,157,130,1,,,2,12,1,-9,sei,,,1244,618,183
140019,157,130,1,,,2,13,1,-9,sei,,,1741,561,184
140019,157,130,1,,,3,14,1,-9,sei,,,1620,419,212
140019,157,130,1,,,2,15,1,-9,sei,,,989,534,211
140019,157,130,1,,,3,16,1,-9,sei,,,1147,440,227
140019,157,130,1,,,3,17,1,-9,sei,,,1396,372,238
140019,157,130,1,,,2,18,1,-9,sei,,,795,552,255
140019,157,130,1,,,2,19,1,-9,sei,,,1453,466,286
140019,157,130,1,,,3,20,1,-9,sei,,,1770,381,295
140019,157,130,1,,,2,21,1,-9,sei,,,1449,437,297
140019,157,130,1,,,2,22,1,-9,sei,,,1560,606,326
140019,157,130,1,,,2,23,1,-9,sei,,,1765,525,338
140020,31,130,1,126,87,2,1,1,-9,gki,,,80,86,319
140020,31,130,1,125,87,2,2,1,-9,gki,,,154,110,308
140020,31,130,1,,,3,3,1,-9,gki,,,309,81,316
140020,31,130,1,123,89,2,4,1,-9,gki,,,361,118,317
140020,31,130,1,,,2,5,1,-9,gki,,,575,111,318
140020,31,130,1,,,2,6,1,-9,gki,,,1136,107,327
140020,31,130,1,,,1,7,1,-9,gki,,,767,180,331
140020,31,130,1,126,87,2,8,1,-9,gki,,,431,104,343
140020,31,130,1,,,2,9,1,-9,gki,,,402,99,348
140020,31,130,1,133,81,1,10,1,-9,gki,,,284,180,361
140020,31,150,1,,,3,11,1,-9,gki,,,169,77,23
140020,31,130,1,,,2,12,1,-9,gki,,,299,101,18
140020,31,130,1,,,2,13,1,-9,gki,,,1105,111,334
140020,31,130,1,,,2,14,1,-9,gki,,,1183,144,346
140020,31,130,1,,,2,15,1,-9,gki,,,1070,129,347
140020,31,130,1,,,2,16,1,-9,gki,,,1036,115,350
140020,31,130,1,,,2,17,1,-9,gki,,,973,143,353
140020,31,130,1,,,2,18,1,-9,gki,,,656,138,378
140020,31,130,1,,,2,19,1,-9,gki,,,558,167,391
140020,31,130,1,,,3,20,1,-9,gki,,,490,73,11
140020,31,130,1,,,2,21,1,-9,gki,,,473,114,18
140020,31,130,1,,,2,22,1,-9,gki,,,1004,112,362
140020,31,130,1,,,2,23,1,-9,gki,,,1074,140,373
140020,31,130,1,,,2,24,1,-9,gki,,,1014,127,377
140020,31,130,1,,,2,25,1,-9,gki,,,890,112,390
140020,31,150,1,,,2,26,1,-9,gki,,,948,183,13
140020,31,130,1,,,2,27,1,-9,gki,,,1007,107,394
140020,31,130,1,,,2,28,1,-9,gki,,,1046,113,392
140020,31,130,1,,,2,29,1,-9,gki,,,1157,106,28
140020,31,130,1,,,2,30,1,-9,gki,,,1223,148,44
140020,31,130,1,,,2,31,1,-9,gki,,,1127,102,57
140020,31,130,1,,,2,32,1,-9,gki,,,1258,102,67
140020,31,130,1,,,2,33,1,-9,gki,,,978,123,35
140020,31,130,1,,,2,34,1,-9,gki,,,964,122,32
140020,31,130,1,,,2,35,1,-9,gki,,,1102,100,69
140020,31,130,1,,,2,36,1,-9,gki,,,1160,129,82
140020,31,130,1,,,2,37,1,-9,gki,,,1000,104,76
140020,31,130,1,,,2,38,1,-9,gki,,,907,124,70
140020,31,130,1,,,2,39,1,-9,gki,,,666,106,39
140020,31,130,1,,,2,40,1,-9,gki,,,626,103,35
140020,31,130,1,,,2,41,1,-9,gki,,,494,135,46
140020,31,130,1,,,2,42,1,-9,gki,,,654,126,69
140020,31,130,1,,,2,43,1,-9,gki,,,783,135,81
140020,31,130,1,,,2,44,1,-9,gki,,,1101,136,103
140020,31,150,1,,,2,45,1,-9,gki,,,438,106,68
140020,31,130,1,,,2,46,1,-9,gki,,,363,139,60
140020,31,130,1,,,2,47,1,-9,gki,,,335,140,46
140020,31,130,1,,,2,48,1,-9,gki,,,378,88,92
140020,31,130,1,,,2,49,1,-9,gki,,,417,105,97
140020,31,130,1,,,2,50,1,-9,gki,,,521,124,99
140020,31,130,1,,,2,51,1,-9,gki,,,756,113,107
140020,31,130,1,,,2,52,1,-9,gki,,,1079,116,112
140020,31,130,1,,,2,53,1,-9,gki,,,1108,100,113
140020,31,130,1,,,2,54,1,-9,gki,,,1250,115,120
140020,31,130,1,,,2,55,1,-9,gki,,,806,109,120
140020,31,130,1,,,3,56,1,-9,gki,,,221,71,180
140020,31,130,1,,,2,57,1,-9,gki,,,249,108,168
140020,31,130,1,,,3,58,1,-9,gki,,,371,80,150
140020,31,130,1,,,1,59,1,-9,gki,,,495,180,140
140020,31,130,1,,,3,60,1,-9,gki,,,537,86,139
140020,31,130,1,,,2,61,1,-9,gki,,,926,139,131
140020,31,130,1,,,2,62,1,-9,gki,,,1023,113,139
140020,31,130,1,,,2,63,1,-9,gki,,,814,127,143
140020,31,130,1,,,2,64,1,-9,gki,,,627,137,153
140020,31,130,1,,,4,65,1,-9,gki,,,561,79,156
140020,31,150,1,,,2,66,1,-9,gki,,,497,101,165
140020,31,130,1,,,2,67,1,-9,gki,,,406,86,189
140020,31,130,1,,,2,68,1,-9,gki,,,374,104,198
140020,31,130,1,,,2,69,1,-9,gki,,,350,143,204
140020,31,130,1,,,3,70,1,-9,gki,,,496,77,212
140020,31,130,1,,,3,71,1,-9,gki,,,557,89,189
140020,31,130,1,,,2,72,1,-9,gki,,,775,139,160
140020,31,150,1,,,2,73,1,-9,gki,,,983,141,165
140020,31,130,1,,,2,74,1,-9,gki,,,944,106,169
140020,31,150,1,,,2,75,1,-9,gki,,,730,130,186
140020,31,150,1,,,2,76,1,-9,gki,,,703,114,194
140020,31,130,1,,,2,77,1,-9,gki,,,692,143,198
140020,31,130,1,,,2,78,1,-9,gki,,,676,114,206
140020,31,130,1,,,2,79,1,-9,gki,,,885,151,191
140020,31,150,1,,,2,80,1,-9,gki,,,1048,103,175
140020,31,130,1,,,2,81,1,-9,gki,,,1256,123,165
140020,31,130,1,,,2,82,1,-9,gki,,,1156,133,190
140020,31,130,1,,,2,83,1,-9,gki,,,1010,116,210
140020,31,130,1,,,2,84,1,-9,gki,,,968,154,213
140020,31,130,1,,,2,85,1,-9,gki,,,1183,125,235
140020,31,130,1,,,2,86,1,-9,gki,,,1193,116,239
140020,31,130,1,,,2,87,1,-9,gki,,,1181,135,262
140020,31,130,1,,,2,88,1,-9,gki,,,967,105,233
140020,31,130,1,,,2,89,1,-9,gki,,,968,102,229
140020,31,130,1,,,2,90,1,-9,gki,,,835,121,244
140020,31,130,1,,,2,91,1,-9,gki,,,964,113,254
140020,31,130,1,,,2,92,1,-9,gki,,,987,100,256
140020,31,130,1,,,2,93,1,-9,gki,,,1007,119,264
140020,31,130,1,,,2,94,1,-9,gki,,,1228,115,287
140020,31,130,1,,,2,95,1,-9,gki,,,532,106,239
140020,31,130,1,,,2,96,1,-9,gki,,,601,131,254
140020,31,130,1,,,2,97,1,-9,gki,,,638,121,266
140020,31,130,1,,,2,98,1,-9,gki,,,702,105,271
140020,31,130,1,,,2,99,1,-9,gki,,,948,119,289
140020,31,130,1,,,2,100,1,-9,gki,,,1065,114,285
140020,31,130,1,,,2,101,1,-9,gki,,,1074,124,304
140020,31,150,1,,,2,102,1,-9,gki,,,788,103,294
140020,31,130,1,,,4,103,1,-9,gki,,,560,70,278
140020,31,130,1,,,2,104,1,-9,gki,,,489,146,273
140020,31,130,1,,,4,105,1,-9,gki,,,458,74,269
140020,31,130,1,,,2,106,1,-9,gki,,,369,98,252
140020,31,130,1,,,2,107,1,-9,gki,,,370,118,247
140020,31,130,1,,,2,108,1,-9,gki,,,369,102,242
140020,31,130,1,,,3,109,1,-9,gki,,,364,78,233
140020,31,130,1,,,2,110,1,-9,gki,,,351,100,225
140020,31,130,1,,,2,111,1,-9,gki,,,209,90,253
140020,31,130,1,,,2,112,1,-9,gki,,,240,94,269
140020,31,130,1,,,2,113,1,-9,gki,,,552,154,300
140020,31,130,1,,,2,114,1,-9,gki,,,954,121,310
140021,72,130,1,268,172,1,1,1,-9,gki,,,129,386,183
140021,72,130,1,256,181,2,2,1,-9,gki,,,786,272,161
140021,72,130,1,172,117,4,3,1,-9,gki,,,828,157,173
140021,72,130,1,,,1,4,1,-9,gki,,,1482,394,165
140021,72,130,1,245,135,2,5,1,-9,gki,,,1225,406,193
140021,41,130,1,117,25,-9,6,2,-9,gfi,,,1049,150,218
140021,41,130,1,137,27,-9,7,2,-9,gfi,,,997,178,226
140021,72,130,1,,,2,8,1,-9,gki,,,1143,345,232
140021,72,130,1,254,131,2,9,1,-9,gki,,,1695,452,269
140021,72,130,1,258,118,2,10,1,-9,sbi,,,972,338,251
140021,41,130,1,122,51,-9,11,2,-9,gfi,,,697,173,262
140021,72,130,1,,,2,12,1,-9,gki,,,822,372,182
140021,30,130,1,78,29,-9,13,2,-9,vbe,,,252,72,298
140021,72,130,1,265,187,1,14,1,-9,gki,,,555,344,323
140021,72,130,1,,,1,15,1,-9,gki,,,1700,463,301
140021,72,130,1,,,2,16,1,-9,gki,,,1416,354,321
140021,72,130,1,,,2,17,1,-9,gki,,,1015,367,342
140021,72,130,1,,,2,18,1,-9,gki,,,1406,339,356
140021,72,130,1,,,1,19,1,-9,gki,,,1461,425,373
140021,41,130,1,146,21,-9,20,2,-9,rbu,,,939,234,379
140021,72,130,1,,,2,21,1,-9,gki,,,1411,399,13
140021,72,130,1,,,2,22,1,-9,gki,,,1338,319,46
140021,72,130,1,,,2,23,1,-9,gki,,,1694,312,68
140021,72,130,1,,,3,24,1,-9,gki,,,704,288,59
140021,72,130,1,,,2,25,1,-9,gki,,,438,330,99
140022,57,130,1,,,2,1,1,-9,sei,,,342,233,13
140022,35,130,1,77,53,-9,2,2,-9,sei,,,361,94,26
140022,35,130,1,97,45,-9,3,2,-9,vbe,,,797,119,58
140022,59,130,1,,,2,4,1,-9,sbi,,,1040,343,65
140022,59,130,1,227,134,2,5,1,-9,sbi,,,874,318,71
140022,59,130,1,232,120,1,6,1,-9,as,,,1439,378,92
140022,59,130,1,,,3,7,1,-9,sbi,,,1215,216,100
140022,59,130,1,,,3,8,1,-9,sbi,,,933,214,94
140022,57,130,1,203,74,3,9,1,-9,sei,,,408,187,93
140022,59,130,1,,,2,10,1,-9,sbi,,,124,325,93
140022,59,130,1,135,102,4,11,1,-9,sbi,,,548,132,109
140022,59,130,1,221,155,2,12,1,-9,sbi,,,597,181,114
140022,59,130,1,,,3,13,1,-9,sbi,,,1156,263,124
140022,59,130,1,,,2,14,1,-9,sbi,,,1085,219,145
140022,59,130,1,,,3,15,1,-9,sbi,,,1234,203,150
140022,59,130,1,,,2,16,1,-9,sbi,,,1080,260,162
140022,57,130,1,202,121,3,17,1,-9,sei,,,1071,236,171
